,0,1,2,3
477,PSAP,GPR37L1,nan,Secreted Signaling
478,ADM,RAMP3,nan,Secreted Signaling
479,SLIT1,ROBO1,nan,Secreted Signaling
480,ICOSLG,ICOS,nan,Cell-Cell Contact
481,DKK1,LRP5,nan,Secreted Signaling
482,SOSTDC1,LRP5,nan,Secreted Signaling
483,SEMA7A,ITGB1_ITGA1,nan,Cell-Cell Contact
484,CYP11A1_FDX2_FDX1_FDXR,NR1I2,nan,Secreted Signaling
485,RSPO4,LGR5,nan,Secreted Signaling
486,RSPO1,LGR5,nan,Secreted Signaling
487,RSPO2,LGR5,nan,Secreted Signaling
488,RSPO3,LGR5,nan,Secreted Signaling
489,TNFRSF21,APP,nan,Cell-Cell Contact
490,DKK1,LRP6,nan,Secreted Signaling
491,SOSTDC1,LRP6,nan,Secreted Signaling
492,DKK2,LRP6,nan,Secreted Signaling
493,REN,ATP6AP2,nan,Secreted Signaling
494,TNFSF13,TNFRSF1A,nan,Secreted Signaling
495,TNFSF13,FAS,nan,Secreted Signaling
496,TNFSF13,TNFRSF17,nan,Secreted Signaling
497,TNFSF13,TNFRSF14,nan,Secreted Signaling
498,FGF18,FGFR2,nan,Secreted Signaling
499,FGF18,FGFR3,nan,Secreted Signaling
500,SLIT2,ROBO2,nan,Secreted Signaling
501,SLIT2,ROBO1,nan,Secreted Signaling
502,NRG1,ADGRL1,nan,Secreted Signaling
503,FAM19A5,S1PR2,nan,Secreted Signaling
504,TNFSF15,TNFRSF25,nan,Secreted Signaling
505,NTN1,UNC5C,nan,Secreted Signaling
506,DDC,HTR3B,nan,Secreted Signaling
507,WISP3,SORL1,nan,Secreted Signaling
508,GDF11,ANTXR1,nan,Secreted Signaling
509,GDF11,TGFBR1_ACVR2A,nan,Secreted Signaling
510,GDF11,TGFBR1_ACVR2B,nan,Secreted Signaling
511,BMP10,KIR2DL3,nan,Secreted Signaling
512,BMP10,KIR3DL1,nan,Secreted Signaling
513,BMP10,KIR3DS1,nan,Secreted Signaling
514,BMP10,GPR152,nan,Secreted Signaling
515,BMP10,VSIR,nan,Secreted Signaling
516,UTS2,UTS2R,nan,Secreted Signaling
517,NTN1,DCC,nan,Secreted Signaling
518,NTN1,UNC5A,nan,Secreted Signaling
519,NTN1,UNC5B,nan,Secreted Signaling
520,CXCL14,CXCR4,nan,Secreted Signaling
521,CRTAM,CADM1,nan,Cell-Cell Contact
522,FGF19,NR1H4,nan,Secreted Signaling
523,CCL5,GPR75,nan,Secreted Signaling
524,CER1,MRC2,nan,Secreted Signaling
525,GCG,GLP2R,nan,Secreted Signaling
526,CD160,TNFRSF14,nan,Cell-Cell Contact
527,OSM,OSMR_IL6ST,nan,Secreted Signaling
528,EGF,EGFR,nan,Secreted Signaling
529,TGFA,EGFR,nan,Secreted Signaling
530,TGFB1,EGFR,nan,Secreted Signaling
531,MIF,EGFR,nan,Secreted Signaling
532,AREG,EGFR,nan,Secreted Signaling
533,CNTF,EGFR,nan,Secreted Signaling
534,GRN,EGFR,nan,Secreted Signaling
535,BTC,EGFR,nan,Secreted Signaling
536,COPA,EGFR,nan,Secreted Signaling
537,NRG1,EGFR,nan,Secreted Signaling
538,EPGN,EGFR,nan,Secreted Signaling
539,HBEGF,EGFR,nan,Secreted Signaling
540,F2,THBD,nan,Secreted Signaling
541,F2,ITGA2B_ITGB3,nan,Secreted Signaling
542,F2,ITGAV_ITGB3,nan,Secreted Signaling
543,F10,ITGB2_ITGAM,nan,Secreted Signaling
544,PLG,ITGA2B_ITGB3,nan,Secreted Signaling
545,PLAU,PLAUR,nan,Secreted Signaling
546,AGT,AGTR1,nan,Secreted Signaling
547,AGT,AGTR2,nan,Secreted Signaling
548,C3,C3AR1,nan,Secreted Signaling
549,C3,C5AR2,nan,Secreted Signaling
550,C3,ITGB2_ITGAM,nan,Secreted Signaling
551,C5,C5AR1,nan,Secreted Signaling
552,C5,C5AR2,nan,Secreted Signaling
553,TIMP1,FGFR2,nan,Secreted Signaling
554,KNG1,BDKRB2,nan,Secreted Signaling
555,KNG1,BDKRB1,nan,Secreted Signaling
556,KNG1,RXFP4,nan,Secreted Signaling
557,PDGFB,PDGFRB,nan,Secreted Signaling
558,PDGFB,PDGFRA,nan,Secreted Signaling
559,PDGFB,PDGFRA_PDGFRB,nan,Secreted Signaling
560,PDGFB,LRP1,nan,Secreted Signaling
561,PDGFB,ADGRV1,nan,Secreted Signaling
562,EGF,NRG1,nan,Secreted Signaling
563,TGFB1,AR,nan,Secreted Signaling
564,TGFB1,VDR,nan,Secreted Signaling
565,TGFB1,TGFBR3,nan,Secreted Signaling
566,TGFB1,TGFBR1_TGFBR2,nan,Secreted Signaling
567,TGFB1,TGFBR2_ACVR1,nan,Secreted Signaling
568,TGFB1,ITGAV_ITGB6,nan,Secreted Signaling
569,NGF,NTRK1,nan,Secreted Signaling
570,NGF,NGFR,nan,Secreted Signaling
571,NGF,SORT1,nan,Secreted Signaling
572,GNRH1,GNRHR,nan,Secreted Signaling
573,GNRH1,GNRHR2,nan,Secreted Signaling
574,NPPA,ESR1,nan,Secreted Signaling
575,NPPA,NPR1,nan,Secreted Signaling
576,NPPA,NPR3,nan,Secreted Signaling
577,NPPA,NPR2,nan,Secreted Signaling
578,NPPA,RORB,nan,Secreted Signaling
579,OXT,OXTR,nan,Secreted Signaling
580,OXT,ESR2,nan,Secreted Signaling
581,AVP,AVPR2,nan,Secreted Signaling
582,AVP,OXTR,nan,Secreted Signaling
583,AVP,AVPR1A,nan,Secreted Signaling
584,AVP,AVPR1B,nan,Secreted Signaling
585,POMC,MC4R,nan,Secreted Signaling
586,POMC,MC5R,nan,Secreted Signaling
587,POMC,OPRM1,nan,Secreted Signaling
588,POMC,OPRD1,nan,Secreted Signaling
589,POMC,OPRK1,nan,Secreted Signaling
590,POMC,MC3R,nan,Secreted Signaling
591,POMC,MC2R,nan,Secreted Signaling
592,POMC,MC1R,nan,Secreted Signaling
593,PENK,OPRM1,nan,Secreted Signaling
594,PENK,OPRD1,nan,Secreted Signaling
595,PENK,OPRK1,nan,Secreted Signaling
596,PENK,MRGPRX1,nan,Secreted Signaling
597,PDYN,OPRM1,nan,Secreted Signaling
598,PDYN,OPRD1,nan,Secreted Signaling
599,PDYN,OPRK1,nan,Secreted Signaling
600,PRL,PRLR,nan,Secreted Signaling
601,GH1,GHR,nan,Secreted Signaling
602,GH1,PRLR,nan,Secreted Signaling
603,GH2,GHR,nan,Secreted Signaling
604,CALCA,CALCR,nan,Secreted Signaling
605,CALCA,CALCRL_RAMP1,nan,Secreted Signaling
606,PTH,PTH2R,nan,Secreted Signaling
607,PTH,PTH1R,nan,Secreted Signaling
608,GCG,IDE,nan,Secreted Signaling
609,GCG,DPP4,nan,Secreted Signaling
610,GCG,GLP1R,nan,Secreted Signaling
611,GCG,GCGR,nan,Secreted Signaling
612,VIP,DPP4,nan,Secreted Signaling
613,VIP,VIPR1,nan,Secreted Signaling
614,VIP,AVPR1A,nan,Secreted Signaling
615,VIP,VIPR2,nan,Secreted Signaling
616,GHRH,VIPR1,nan,Secreted Signaling
617,GHRH,GHRHR,nan,Secreted Signaling
618,PPY,NPY4R,nan,Secreted Signaling
619,PPY,NPY5R,nan,Secreted Signaling
620,INS,INSR,nan,Secreted Signaling
621,INS,IDE,nan,Secreted Signaling
622,INS,LILRB2,nan,Secreted Signaling
623,INS,LILRB1,nan,Secreted Signaling
624,IGF2,IGF1R,nan,Secreted Signaling
625,IGF2,IGF2R,nan,Secreted Signaling
626,IGF2,IDE,nan,Secreted Signaling
627,IGF2,GPR152,nan,Secreted Signaling
628,GAST,CCKBR,nan,Secreted Signaling
629,GAST,KIR2DL3,nan,Secreted Signaling
630,GAST,GPR152,nan,Secreted Signaling
631,LTA,TNFRSF1A,nan,Secreted Signaling
632,LTA,TNFRSF1B,nan,Secreted Signaling
633,LTA,LTBR,nan,Secreted Signaling
634,LTA,RIPK1,nan,Secreted Signaling
635,LTA,TNFRSF14,nan,Secreted Signaling
636,TNF,TNFRSF1A,nan,Secreted Signaling
637,TNF,TNFRSF1B,nan,Secreted Signaling
638,TNF,FAS,nan,Secreted Signaling
639,TNF,FLT4,nan,Secreted Signaling
640,TNF,NOTCH1,nan,Secreted Signaling
641,TNF,PTPRS,nan,Secreted Signaling
642,TNF,RIPK1,nan,Secreted Signaling
643,TNF,DAG1,nan,Secreted Signaling
644,TNF,SEMA4C,nan,Secreted Signaling
645,TNF,VSIR,nan,Secreted Signaling
646,TNF,CELSR2,nan,Secreted Signaling
647,TNF,ICOS,nan,Secreted Signaling
648,IFNA1,CR2,nan,Secreted Signaling
649,IFNA2,IFNAR1_IFNAR2,nan,Secreted Signaling
650,IFNA10,IFNAR1_IFNAR2,nan,Secreted Signaling
651,IFNA7,IFNAR1_IFNAR2,nan,Secreted Signaling
652,IFNA21,IFNAR1_IFNAR2,nan,Secreted Signaling
653,IFNA5,IFNAR1_IFNAR2,nan,Secreted Signaling
654,IFNA14,IFNAR1_IFNAR2,nan,Secreted Signaling
655,IFNA17,IFNAR1_IFNAR2,nan,Secreted Signaling
656,IFNB1,IFNAR1_IFNAR2,nan,Secreted Signaling
657,IFNG,IFNGR1_IFNGR2,nan,Secreted Signaling
658,IL1B,ADRB2,nan,Secreted Signaling
659,EPO,EPOR,nan,Secreted Signaling
660,EPO,EFNB2,nan,Secreted Signaling
661,EPO,EPHB4,nan,Secreted Signaling
662,CD8A,CEACAM5,nan,Cell-Cell Contact
663,COL1A1,ITGB1_ITGA10,nan,Secreted Signaling
664,COL1A1,ITGB1_ITGA11,nan,Secreted Signaling
665,COL1A1,ITGB1_ITGA1,nan,Secreted Signaling
666,COL1A1,ITGB1_ITGA2,nan,Secreted Signaling
667,COL2A1,ITGB1_ITGA10,nan,Secreted Signaling
668,COL2A1,ITGB1_ITGA11,nan,Secreted Signaling
669,COL2A1,ITGB1_ITGA1,nan,Secreted Signaling
670,COL2A1,ITGB1_ITGA2,nan,Secreted Signaling
671,COL3A1,ITGB1_ITGA10,nan,Secreted Signaling
672,COL3A1,ITGB1_ITGA11,nan,Secreted Signaling
673,COL3A1,ITGB1_ITGA1,nan,Secreted Signaling
674,COL3A1,ITGB1_ITGA2,nan,Secreted Signaling
675,COL4A1,ITGB1_ITGA10,nan,Secreted Signaling
676,COL4A1,ITGB1_ITGA11,nan,Secreted Signaling
677,COL4A1,ITGB1_ITGA1,nan,Secreted Signaling
678,COL4A1,ITGB1_ITGA2,nan,Secreted Signaling
679,APOA1,TREM2_TYROBP,nan,Secreted Signaling
680,APOE,TREM2_TYROBP,nan,Secreted Signaling
681,APOA2,TREM2_TYROBP,nan,Secreted Signaling
682,FN1,ITGB1_ITGA10,nan,Secreted Signaling
683,FN1,ITGB1_ITGA11,nan,Secreted Signaling
684,FN1,ITGA2B_ITGB3,nan,Secreted Signaling
685,FN1,ITGB1_ITGA2,nan,Secreted Signaling
686,FN1,ITGB1_ITGA3,nan,Secreted Signaling
687,FN1,ITGB1_ITGA4,nan,Secreted Signaling
688,FN1,ITGB7_ITGA4,nan,Secreted Signaling
689,FN1,ITGB1_ITGA5,nan,Secreted Signaling
690,FN1,ITGB1_ITGA8,nan,Secreted Signaling
691,FN1,ITGB1_ITGAV,nan,Secreted Signaling
692,FN1,ITGAV_ITGB3,nan,Secreted Signaling
693,FN1,ITGB5_ITGAV,nan,Secreted Signaling
694,RBP4,STRA6,nan,Secreted Signaling
695,TTR,NGFR,nan,Secreted Signaling
696,TTR,DDR1,nan,Secreted Signaling
697,TTR,AGER,nan,Secreted Signaling
698,PPBP,CXCR1,nan,Secreted Signaling
699,PPBP,CXCR2,nan,Secreted Signaling
700,PF4,CXCR3,nan,Secreted Signaling
701,PF4,ACKR1,nan,Secreted Signaling
702,CXCL10,DPP4,nan,Secreted Signaling
703,CXCL10,CXCR3,nan,Secreted Signaling
704,TF,TFRC,nan,Secreted Signaling
705,TFRC,HFE,nan,Cell-Cell Contact
706,TNFSF13B,TFRC,nan,Secreted Signaling
707,TF,TFR2,nan,Secreted Signaling
708,TFF1,ESR1,nan,Secreted Signaling
709,CXCL1,ESR1,nan,Secreted Signaling
710,FGFR2,ESR1,nan,Secreted Signaling
711,BDNF,ESR1,nan,Secreted Signaling
712,IL25,ESR1,nan,Secreted Signaling
713,VTN,ITGA2B_ITGB3,nan,Secreted Signaling
714,VTN,ITGB1_ITGAV,nan,Secreted Signaling
715,VTN,ITGAV_ITGB3,nan,Secreted Signaling
716,PROC,PROCR,nan,Secreted Signaling
717,ANXA1,FPR1,nan,Secreted Signaling
718,ANXA1,FPR3,nan,Secreted Signaling
719,ANXA1,FPR2,nan,Secreted Signaling
720,PDGFA,PDGFRA,nan,Secreted Signaling
721,RLN2,RXFP2,nan,Secreted Signaling
722,RLN2,RXFP1,nan,Secreted Signaling
723,RLN2,RXFP3,nan,Secreted Signaling
724,APOB,APOBR,nan,Secreted Signaling
725,APOB,TREM2_TYROBP,nan,Secreted Signaling
726,CSF2,NR3C1,nan,Secreted Signaling
727,CSF2,CSF1R,nan,Secreted Signaling
728,IL5,NR3C1,nan,Secreted Signaling
729,CXCL8,NR3C1,nan,Secreted Signaling
730,CCL2,NR3C1,nan,Secreted Signaling
731,IL10,NR3C1,nan,Secreted Signaling
732,FASLG,NR3C1,nan,Secreted Signaling
733,CCL11,NR3C1,nan,Secreted Signaling
734,CCL7,NR3C1,nan,Secreted Signaling
735,TFF1,FGFR2,nan,Secreted Signaling
736,TFF1,ESR2,nan,Secreted Signaling
737,TFF1,FCRL4,nan,Secreted Signaling
738,THY1,ITGB2_ITGAM,nan,Cell-Cell Contact
739,THY1,ITGAV_ITGB3,nan,Cell-Cell Contact
740,THY1,ITGAX_ITGB2,nan,Cell-Cell Contact
741,CD74,APP,nan,Cell-Cell Contact
742,MIF,CD74,nan,Secreted Signaling
743,COPA,CD74,nan,Secreted Signaling
744,VWF,ITGAV_ITGB3,nan,Secreted Signaling
745,HBEGF,ERBB2,nan,Secreted Signaling
746,WNT1,CD36,nan,Secreted Signaling
747,GPI,NTRK1,nan,Secreted Signaling
748,NTF3,NTRK1,nan,Secreted Signaling
749,GRN,NTRK1,nan,Secreted Signaling
750,NAMPT,NTRK1,nan,Secreted Signaling
751,COPA,NTRK1,nan,Secreted Signaling
752,AIMP1,NTRK1,nan,Secreted Signaling
753,RLN1,AR,nan,Secreted Signaling
754,RLN1,RXFP2,nan,Secreted Signaling
755,RLN1,RXFP1,nan,Secreted Signaling
756,IFNW1,IFNAR1_IFNAR2,nan,Secreted Signaling
757,IFNA6,IFNAR1_IFNAR2,nan,Secreted Signaling
758,IFNA4,IFNAR1_IFNAR2,nan,Secreted Signaling
759,IFNA16,IFNAR1_IFNAR2,nan,Secreted Signaling
760,IGF1,IGF1R,nan,Secreted Signaling
761,IGF1,ITGB4_ITGA6,nan,Secreted Signaling
762,IGF1,ITGAV_ITGB3,nan,Secreted Signaling
763,APP,FPR2,nan,Cell-Cell Contact
764,APP,SORL1,nan,Cell-Cell Contact
765,APP,TREM2_TYROBP,nan,Cell-Cell Contact
766,IL4,IL13RA2,nan,Secreted Signaling
767,FGF1,FGFR1,nan,Secreted Signaling
768,FGF1,FGFR2,nan,Secreted Signaling
769,FGF1,FGFR4,nan,Secreted Signaling
770,FGF1,FGFR3,nan,Secreted Signaling
771,FGF1,TGFBR3,nan,Secreted Signaling
772,FGF1,ITGAV_ITGB3,nan,Secreted Signaling
773,IL6,HRH1,nan,Secreted Signaling
774,AREG,ICAM1,nan,Secreted Signaling
775,ICAM1,SPN,nan,Cell-Cell Contact
776,ICAM1,ITGAL,nan,Cell-Cell Contact
777,ICAM1,ITGB2_ITGAL,nan,Cell-Cell Contact
778,ICAM1,ITGB2_ITGAM,nan,Cell-Cell Contact
779,ICAM1,ITGAX_ITGB2,nan,Cell-Cell Contact
780,COL5A2,ITGB1_ITGA10,nan,Secreted Signaling
781,COL5A2,ITGB1_ITGA11,nan,Secreted Signaling
782,COL5A2,ITGB1_ITGA1,nan,Secreted Signaling
783,COL5A2,ITGB1_ITGA2,nan,Secreted Signaling
784,CCK,CCKAR,nan,Secreted Signaling
785,CCK,CCKBR,nan,Secreted Signaling
786,CD2,CD58,nan,Cell-Cell Contact
787,CEACAM5,CEACAM1,nan,Cell-Cell Contact
788,CEACAM5,CD1D,nan,Cell-Cell Contact
789,CEACAM5,CEACAM6,nan,Cell-Cell Contact
790,FCER2,CR2,nan,Secreted Signaling
791,FCER2,ITGB2_ITGAM,nan,Secreted Signaling
792,FCER2,ITGAV_ITGB3,nan,Secreted Signaling
793,FCER2,ITGAX_ITGB2,nan,Secreted Signaling
794,CRH,CRHR1,nan,Secreted Signaling
795,CRH,CRHR2,nan,Secreted Signaling
796,PROS1,AXL,nan,Secreted Signaling
797,PROS1,TYRO3,nan,Secreted Signaling
798,ADIPOQ,ASGR2,nan,Secreted Signaling
799,CSF1,CSF1R,nan,Secreted Signaling
800,CSF3,CSF1R,nan,Secreted Signaling
801,IL34,CSF1R,nan,Secreted Signaling
802,GP1BA,ITGB2_ITGAM,nan,Cell-Cell Contact
803,GRP,GRPR,nan,Secreted Signaling
804,VEGFB,ADRB2,nan,Secreted Signaling
805,COL1A2,ITGB1_ITGA10,nan,Secreted Signaling
806,COL1A2,ITGB1_ITGA11,nan,Secreted Signaling
807,COL1A2,ITGB1_ITGA1,nan,Secreted Signaling
808,COL1A2,ITGB1_ITGA2,nan,Secreted Signaling
809,NTF3,NGFR,nan,Secreted Signaling
810,BDNF,NGFR,nan,Secreted Signaling
811,NTF4,NGFR,nan,Secreted Signaling
812,IL2,NGFR,nan,Secreted Signaling
813,ADGRE5,CD55,nan,Secreted Signaling
814,MMP2,ITGAV_ITGB3,nan,Secreted Signaling
815,COL4A2,ITGB1_ITGA10,nan,Secreted Signaling
816,COL4A2,ITGB1_ITGA11,nan,Secreted Signaling
817,COL4A2,ITGB1_ITGA1,nan,Secreted Signaling
818,COL4A2,ITGB1_ITGA2,nan,Secreted Signaling
819,PTPRC,CD22,nan,Cell-Cell Contact
820,PTPRC,MRC1,nan,Cell-Cell Contact
821,PTPRC,SEMA4D,nan,Cell-Cell Contact
822,HGF,MET,nan,Secreted Signaling
823,FGF4,FGFR1,nan,Secreted Signaling
824,FGF4,FGFR2,nan,Secreted Signaling
825,FGF4,FGFR3,nan,Secreted Signaling
826,DDC,HTR1A,nan,Secreted Signaling
827,FGFR2,ROS1,nan,Secreted Signaling
828,NMB,NMBR,nan,Secreted Signaling
829,FGF2,FGFR1,nan,Secreted Signaling
830,FGF2,CD44,nan,Secreted Signaling
831,FGF2,FGFR2,nan,Secreted Signaling
832,FGF2,FGFR4,nan,Secreted Signaling
833,FGF2,FGFR3,nan,Secreted Signaling
834,FGF2,FGFRL1,nan,Secreted Signaling
835,FGF2,ITGAV_ITGB3,nan,Secreted Signaling
836,CD48,CD244,nan,Cell-Cell Contact
837,CXCL1,CXCR1,nan,Secreted Signaling
838,CXCL1,CXCR2,nan,Secreted Signaling
839,CXCL1,ACKR1,nan,Secreted Signaling
840,CSF1,SLC7A1,nan,Secreted Signaling
841,CSF1,SIRPA,nan,Secreted Signaling
842,CSF1,CELSR3,nan,Secreted Signaling
843,PDGFD,PDGFRB,nan,Secreted Signaling
844,GIP,DPP4,nan,Secreted Signaling
845,GIP,GIPR,nan,Secreted Signaling
846,SCT,VIPR1,nan,Secreted Signaling
847,SCT,SCTR,nan,Secreted Signaling
848,CSF3,CSF3R,nan,Secreted Signaling
849,C4A,C5AR2,nan,Secreted Signaling
850,NPS,NPSR1,nan,Secreted Signaling
851,SAA1,FPR2,nan,Secreted Signaling
852,APELA,APLNR,nan,Secreted Signaling
853,ADORA3,ENTPD1,nan,Cell-Cell Contact
854,PYY,NPY1R,nan,Secreted Signaling
855,PYY,DPP4,nan,Secreted Signaling
856,PYY,NPY2R,nan,Secreted Signaling
857,PYY,NPY4R,nan,Secreted Signaling
858,PYY,NPY5R,nan,Secreted Signaling
859,CALCB,CALCRL_RAMP1,nan,Secreted Signaling
860,CXCL8,CXCR1,nan,Secreted Signaling
861,CXCL8,CXCR2,nan,Secreted Signaling
862,CXCL8,ACKR1,nan,Secreted Signaling
863,CCL3,IDE,nan,Secreted Signaling
864,CCL3,CCR1,nan,Secreted Signaling
865,CCL3,CCR3,nan,Secreted Signaling
866,CCL3,CCR5,nan,Secreted Signaling
867,AKR1D1,AR,nan,Secreted Signaling
868,HSD17B12,AR,nan,Secreted Signaling
869,HSD17B3,AR,nan,Secreted Signaling
870,SPP1,CD44,nan,Secreted Signaling
871,SPP1,PTGER4,nan,Secreted Signaling
872,SPP1,CCR8,nan,Secreted Signaling
873,SPP1,ITGB1_ITGA4,nan,Secreted Signaling
874,SPP1,ITGB1_ITGA9,nan,Secreted Signaling
875,SPP1,ITGAV_ITGB3,nan,Secreted Signaling
876,TGFB3,TGFBR3,nan,Secreted Signaling
877,TGFB3,TGFBR1_TGFBR2,nan,Secreted Signaling
878,TGFB3,TGFBR2_ACVR1,nan,Secreted Signaling
879,TGFB3,ITGAV_ITGB6,nan,Secreted Signaling
880,TGFB3,ITGB8_ITGAV,nan,Secreted Signaling
881,KITLG,KIT,nan,Secreted Signaling
882,CD28,CD80,nan,Cell-Cell Contact
883,CD28,CD86,nan,Cell-Cell Contact
884,FGF6,FGFR1,nan,Secreted Signaling
885,FGF6,FGFR2,nan,Secreted Signaling
886,FGF6,FGFR3,nan,Secreted Signaling
887,DIO3_TG,THRA,nan,Secreted Signaling
888,CLU,TREM2_TYROBP,nan,Secreted Signaling
889,IAPP,IDE,nan,Secreted Signaling
890,LAMC1,ITGB1_ITGA2,nan,Secreted Signaling
891,LAMC1,ITGB1_ITGA6,nan,Secreted Signaling
892,LAMC1,ITGB1_ITGA7,nan,Secreted Signaling
893,LAMC1,ITGAV_ITGB3,nan,Secreted Signaling
894,VSTM1,LAMP1,nan,Secreted Signaling
895,FAM3C,LAMP1,nan,Secreted Signaling
896,FGF5,FGFR1,nan,Secreted Signaling
897,NCAM1,FGFR1,nan,Secreted Signaling
898,HBEGF,VDR,nan,Secreted Signaling
899,FGF3,FGFR2,nan,Secreted Signaling
900,FGF3,FGFR3,nan,Secreted Signaling
901,FGF5,FGFR2,nan,Secreted Signaling
902,FGF5,FGFR3,nan,Secreted Signaling
903,COL11A1,ITGB1_ITGA10,nan,Secreted Signaling
904,COL11A1,ITGB1_ITGA11,nan,Secreted Signaling
905,COL11A1,ITGB1_ITGA1,nan,Secreted Signaling
906,COL11A1,ITGB1_ITGA2,nan,Secreted Signaling
907,COL6A1,ITGB1_ITGA10,nan,Secreted Signaling
908,COL6A1,ITGB1_ITGA11,nan,Secreted Signaling
909,COL6A1,ITGB1_ITGA1,nan,Secreted Signaling
910,COL6A1,ITGB1_ITGA2,nan,Secreted Signaling
911,COL6A2,ITGB1_ITGA10,nan,Secreted Signaling
912,COL6A2,ITGB1_ITGA11,nan,Secreted Signaling
913,COL6A2,ITGB1_ITGA1,nan,Secreted Signaling
914,COL6A2,ITGB1_ITGA2,nan,Secreted Signaling
915,COL6A3,ITGB1_ITGA10,nan,Secreted Signaling
916,COL6A3,ITGB1_ITGA11,nan,Secreted Signaling
917,COL6A3,ITGB1_ITGA1,nan,Secreted Signaling
918,COL6A3,ITGB1_ITGA2,nan,Secreted Signaling
919,PTHLH,PTH2R,nan,Secreted Signaling
920,PTHLH,PRLHR,nan,Secreted Signaling
921,PTHLH,PTH1R,nan,Secreted Signaling
922,CXCL9,FCGR2A,nan,Secreted Signaling
923,BMP2,SMO,nan,Secreted Signaling
924,CDH1,KLRG1,nan,Cell-Cell Contact
925,CDH1,ITGB1_ITGA2,nan,Cell-Cell Contact
926,CDH1,ITGB7_ITGAE,nan,Cell-Cell Contact
927,CCL4,SLC7A1,nan,Secreted Signaling
928,CCL4,CNR2,nan,Secreted Signaling
929,CCL4,CCR5,nan,Secreted Signaling
930,CCL4,CCR8,nan,Secreted Signaling
931,CCL4,GPR152,nan,Secreted Signaling
932,CCL4,GPRC5D,nan,Secreted Signaling
933,CCL2,CCR2,nan,Secreted Signaling
934,CCL2,CCR10,nan,Secreted Signaling
935,CCL2,ACKR1,nan,Secreted Signaling
936,CCL5,CCR1,nan,Secreted Signaling
937,CCL5,CCR3,nan,Secreted Signaling
938,CCL5,CCR4,nan,Secreted Signaling
939,CCL5,CCR5,nan,Secreted Signaling
940,CCL5,ACKR1,nan,Secreted Signaling
941,CCL5,ACKR4,nan,Secreted Signaling
942,BDNF,NCAM1,nan,Secreted Signaling
943,GDNF,NCAM1,nan,Secreted Signaling
944,ICAM2,CD209,nan,Cell-Cell Contact
945,ICAM2,ITGB2_ITGAL,nan,Cell-Cell Contact
946,CEACAM1,SELE,nan,Cell-Cell Contact
947,CEACAM1,CEACAM8,nan,Cell-Cell Contact
948,CEACAM1,CEACAM6,nan,Cell-Cell Contact
949,CEACAM1,CD209,nan,Secreted Signaling
950,HLA-E,KLRC1,nan,Cell-Cell Contact
951,HLA-E,KLRC2,nan,Cell-Cell Contact
952,HLA-E,KLRK1,nan,Cell-Cell Contact
953,COL11A2,ITGB1_ITGA10,nan,Secreted Signaling
954,COL11A2,ITGB1_ITGA11,nan,Secreted Signaling
955,COL11A2,ITGB1_ITGA1,nan,Secreted Signaling
956,COL11A2,ITGB1_ITGA2,nan,Secreted Signaling
957,SELL,CD34,nan,Cell-Cell Contact
958,SELL,SELPLG,nan,Cell-Cell Contact
959,SELL,PODXL2,nan,Cell-Cell Contact
960,MIF,TNFRSF14,nan,Secreted Signaling
961,MIF,TNFRSF10D,nan,Secreted Signaling
962,CD99,PILRA,nan,Cell-Cell Contact
963,HGF,CD44,nan,Secreted Signaling
964,DDC,DRD2,nan,Secreted Signaling
965,PLA2G2A,ITGB1_ITGA4,nan,Secreted Signaling
966,PLA2G2A,ITGB1_ITGA5,nan,Secreted Signaling
967,CCL23,IDE,nan,Secreted Signaling
968,PVR,CD96,nan,Secreted Signaling
969,TNFSF9,PVR,nan,Secreted Signaling
970,PVR,CD226,nan,Secreted Signaling
971,PVR,TIGIT,nan,Cell-Cell Contact
972,PVR,NECTIN3,nan,Cell-Cell Contact
973,CD46,JAG1,nan,Cell-Cell Contact
974,VEGFA,FLT1,nan,Secreted Signaling
975,VEGFA,EPHB2,nan,Secreted Signaling
976,VEGFA,KDR,nan,Secreted Signaling
977,VEGFA,GRIN2B,nan,Secreted Signaling
978,CD1D,LILRB2,nan,Cell-Cell Contact
979,NPPB,NPR1,nan,Secreted Signaling
980,NPPC,NPR1,nan,Secreted Signaling
981,CD44,SELE,nan,Cell-Cell Contact
982,FGFR2,CD44,nan,Secreted Signaling
983,CD44,SIGLEC15,nan,Cell-Cell Contact
984,HBEGF,CD44,nan,Secreted Signaling
985,SELP,CD24,nan,Cell-Cell Contact
986,SELP,CD34,nan,Cell-Cell Contact
987,SELP,SELPLG,nan,Cell-Cell Contact
988,SELP,PODXL2,nan,Cell-Cell Contact
989,SPN,SIGLEC1,nan,Cell-Cell Contact
990,PDGFC,PDGFRA,nan,Secreted Signaling
991,PECAM1,CD38,nan,Cell-Cell Contact
992,PECAM1,CD177,nan,Cell-Cell Contact
993,CTLA4,CD80,nan,Cell-Cell Contact
994,CTLA4,CD86,nan,Cell-Cell Contact
995,CSHL1,PRLR,nan,Secreted Signaling
996,GPHB5_GPHA2,TSHR,nan,Secreted Signaling
997,CGA_TSHB,TSHR,nan,Secreted Signaling
998,SELE,SELPLG,nan,Cell-Cell Contact
999,SELE,GLG1,nan,Cell-Cell Contact
1000,SELE,PODXL2,nan,Cell-Cell Contact
1001,CCL3L1,DPP4,nan,Secreted Signaling
1002,CCL3L1,CCR1,nan,Secreted Signaling
1003,CCL3L1,CCR3,nan,Secreted Signaling
