,0,1,2,3
402,Wnt7a,Fzd10_Lrp6,WNT,Secreted Signaling
403,Wnt7a,Fzd2_Lrp6,WNT,Secreted Signaling
404,Wnt7a,Fzd3_Lrp6,WNT,Secreted Signaling
405,Wnt7a,Fzd4_Lrp6,WNT,Secreted Signaling
406,Wnt7a,Fzd5_Lrp6,WNT,Secreted Signaling
407,Wnt7a,Fzd6_Lrp6,WNT,Secreted Signaling
408,Wnt7a,Fzd7_Lrp6,WNT,Secreted Signaling
409,Wnt7a,Fzd8_Lrp6,WNT,Secreted Signaling
410,Wnt7a,Fzd9_Lrp6,WNT,Secreted Signaling
411,Wnt7b,Fzd1_Lrp6,WNT,Secreted Signaling
412,Wnt7b,Fzd10_Lrp6,WNT,Secreted Signaling
413,Wnt7b,Fzd2_Lrp6,WNT,Secreted Signaling
414,Wnt7b,Fzd3_Lrp6,WNT,Secreted Signaling
415,Wnt7b,Fzd4_Lrp6,WNT,Secreted Signaling
416,Wnt7b,Fzd5_Lrp6,WNT,Secreted Signaling
417,Wnt7b,Fzd6_Lrp6,WNT,Secreted Signaling
418,Wnt7b,Fzd7_Lrp6,WNT,Secreted Signaling
419,Wnt7b,Fzd8_Lrp6,WNT,Secreted Signaling
420,Wnt7b,Fzd9_Lrp6,WNT,Secreted Signaling
421,Wnt8a,Fzd1_Lrp6,WNT,Secreted Signaling
422,Wnt8a,Fzd10_Lrp6,WNT,Secreted Signaling
423,Wnt8a,Fzd2_Lrp6,WNT,Secreted Signaling
424,Wnt8a,Fzd3_Lrp6,WNT,Secreted Signaling
425,Wnt8a,Fzd4_Lrp6,WNT,Secreted Signaling
426,Wnt8a,Fzd5_Lrp6,WNT,Secreted Signaling
427,Wnt8a,Fzd6_Lrp6,WNT,Secreted Signaling
428,Wnt8a,Fzd7_Lrp6,WNT,Secreted Signaling
429,Wnt8a,Fzd8_Lrp6,WNT,Secreted Signaling
430,Wnt8a,Fzd9_Lrp6,WNT,Secreted Signaling
431,Wnt8b,Fzd1_Lrp6,WNT,Secreted Signaling
432,Wnt8b,Fzd10_Lrp6,WNT,Secreted Signaling
433,Wnt8b,Fzd2_Lrp6,WNT,Secreted Signaling
434,Wnt8b,Fzd3_Lrp6,WNT,Secreted Signaling
435,Wnt8b,Fzd4_Lrp6,WNT,Secreted Signaling
436,Wnt8b,Fzd5_Lrp6,WNT,Secreted Signaling
437,Wnt8b,Fzd6_Lrp6,WNT,Secreted Signaling
438,Wnt8b,Fzd7_Lrp6,WNT,Secreted Signaling
439,Wnt8b,Fzd8_Lrp6,WNT,Secreted Signaling
440,Wnt8b,Fzd9_Lrp6,WNT,Secreted Signaling
441,Wnt9a,Fzd1_Lrp6,WNT,Secreted Signaling
442,Wnt9a,Fzd10_Lrp6,WNT,Secreted Signaling
443,Wnt9a,Fzd2_Lrp6,WNT,Secreted Signaling
444,Wnt9a,Fzd3_Lrp6,WNT,Secreted Signaling
445,Wnt9a,Fzd4_Lrp6,WNT,Secreted Signaling
446,Wnt9a,Fzd5_Lrp6,WNT,Secreted Signaling
447,Wnt9a,Fzd6_Lrp6,WNT,Secreted Signaling
448,Wnt9a,Fzd7_Lrp6,WNT,Secreted Signaling
449,Wnt9a,Fzd8_Lrp6,WNT,Secreted Signaling
450,Wnt9a,Fzd9_Lrp6,WNT,Secreted Signaling
451,Wnt9b,Fzd1_Lrp6,WNT,Secreted Signaling
452,Wnt9b,Fzd10_Lrp6,WNT,Secreted Signaling
453,Wnt9b,Fzd2_Lrp6,WNT,Secreted Signaling
454,Wnt9b,Fzd3_Lrp6,WNT,Secreted Signaling
455,Wnt9b,Fzd4_Lrp6,WNT,Secreted Signaling
456,Wnt9b,Fzd5_Lrp6,WNT,Secreted Signaling
457,Wnt9b,Fzd6_Lrp6,WNT,Secreted Signaling
458,Wnt9b,Fzd7_Lrp6,WNT,Secreted Signaling
459,Wnt9b,Fzd8_Lrp6,WNT,Secreted Signaling
460,Wnt9b,Fzd9_Lrp6,WNT,Secreted Signaling
461,Wnt5a,Fzd1,ncWNT,Secreted Signaling
462,Wnt5a,Fzd10,ncWNT,Secreted Signaling
463,Wnt5a,Fzd2,ncWNT,Secreted Signaling
464,Wnt5a,Fzd3,ncWNT,Secreted Signaling
465,Wnt5a,Fzd4,ncWNT,Secreted Signaling
466,Wnt5a,Fzd5,ncWNT,Secreted Signaling
467,Wnt5a,Fzd6,ncWNT,Secreted Signaling
468,Wnt5a,Fzd7,ncWNT,Secreted Signaling
469,Wnt5a,Fzd8,ncWNT,Secreted Signaling
470,Wnt5a,Fzd9,ncWNT,Secreted Signaling
471,Wnt5a,Mcam,ncWNT,Secreted Signaling
472,Wnt5b,Fzd1,ncWNT,Secreted Signaling
473,Wnt5b,Fzd10,ncWNT,Secreted Signaling
474,Wnt5b,Fzd2,ncWNT,Secreted Signaling
475,Wnt5b,Fzd3,ncWNT,Secreted Signaling
476,Wnt5b,Fzd4,ncWNT,Secreted Signaling
477,Wnt5b,Fzd5,ncWNT,Secreted Signaling
478,Wnt5b,Fzd6,ncWNT,Secreted Signaling
479,Wnt5b,Fzd7,ncWNT,Secreted Signaling
480,Wnt5b,Fzd8,ncWNT,Secreted Signaling
481,Wnt5b,Fzd9,ncWNT,Secreted Signaling
482,Wnt11,Fzd1,ncWNT,Secreted Signaling
483,Wnt11,Fzd10,ncWNT,Secreted Signaling
484,Wnt11,Fzd2,ncWNT,Secreted Signaling
485,Wnt11,Fzd3,ncWNT,Secreted Signaling
486,Wnt11,Fzd4,ncWNT,Secreted Signaling
487,Wnt11,Fzd5,ncWNT,Secreted Signaling
488,Wnt11,Fzd6,ncWNT,Secreted Signaling
489,Wnt11,Fzd7,ncWNT,Secreted Signaling
490,Wnt11,Fzd8,ncWNT,Secreted Signaling
491,Wnt11,Fzd9,ncWNT,Secreted Signaling
492,Egf,Egfr,EGF,Secreted Signaling
493,Egf,Egfr_Erbb2,EGF,Secreted Signaling
494,Tgfa,Egfr,EGF,Secreted Signaling
495,Tgfa,Egfr_Erbb2,EGF,Secreted Signaling
496,Areg,Egfr,EGF,Secreted Signaling
497,Areg,Egfr_Erbb2,EGF,Secreted Signaling
498,Btc,Egfr,EGF,Secreted Signaling
499,Btc,Egfr_Erbb2,EGF,Secreted Signaling
500,Btc,Erbb4,EGF,Secreted Signaling
501,Btc,Erbb2_Erbb4,EGF,Secreted Signaling
502,Hbegf,Egfr,EGF,Secreted Signaling
503,Hbegf,Egfr_Erbb2,EGF,Secreted Signaling
504,Hbegf,Erbb4,EGF,Secreted Signaling
505,Hbegf,Erbb2_Erbb4,EGF,Secreted Signaling
506,Ereg,Egfr,EGF,Secreted Signaling
507,Ereg,Egfr_Erbb2,EGF,Secreted Signaling
508,Ereg,Erbb4,EGF,Secreted Signaling
509,Ereg,Erbb2_Erbb4,EGF,Secreted Signaling
510,Nrg1,Erbb3,NRG,Secreted Signaling
511,Nrg1,Erbb2_Erbb3,NRG,Secreted Signaling
512,Nrg1,Erbb4,NRG,Secreted Signaling
513,Nrg1,Erbb2_Erbb4,NRG,Secreted Signaling
514,Nrg2,Erbb3,NRG,Secreted Signaling
515,Nrg2,Erbb2_Erbb3,NRG,Secreted Signaling
516,Nrg2,Erbb4,NRG,Secreted Signaling
517,Nrg2,Erbb2_Erbb4,NRG,Secreted Signaling
518,Nrg3,Erbb4,NRG,Secreted Signaling
519,Nrg3,Erbb2_Erbb4,NRG,Secreted Signaling
520,Nrg4,Erbb4,NRG,Secreted Signaling
521,Nrg4,Erbb2_Erbb4,NRG,Secreted Signaling
522,Nrg1,Itgav_Itgb3,NRG,Secreted Signaling
523,Fgf1,Fgfr1,FGF,Secreted Signaling
524,Fgf1,Fgfr2,FGF,Secreted Signaling
525,Fgf1,Fgfr3,FGF,Secreted Signaling
526,Fgf1,Fgfr4,FGF,Secreted Signaling
527,Fgf2,Fgfr1,FGF,Secreted Signaling
528,Fgf2,Fgfr2,FGF,Secreted Signaling
529,Fgf2,Fgfr3,FGF,Secreted Signaling
530,Fgf2,Fgfr4,FGF,Secreted Signaling
531,Fgf4,Fgfr1,FGF,Secreted Signaling
532,Fgf4,Fgfr2,FGF,Secreted Signaling
533,Fgf4,Fgfr3,FGF,Secreted Signaling
534,Fgf4,Fgfr4,FGF,Secreted Signaling
535,Fgf5,Fgfr1,FGF,Secreted Signaling
536,Fgf5,Fgfr2,FGF,Secreted Signaling
537,Fgf5,Fgfr3,FGF,Secreted Signaling
538,Fgf5,Fgfr4,FGF,Secreted Signaling
539,Fgf6,Fgfr1,FGF,Secreted Signaling
540,Fgf6,Fgfr2,FGF,Secreted Signaling
541,Fgf6,Fgfr3,FGF,Secreted Signaling
542,Fgf6,Fgfr4,FGF,Secreted Signaling
543,Fgf7,Fgfr1,FGF,Secreted Signaling
544,Fgf7,Fgfr2,FGF,Secreted Signaling
545,Fgf3,Fgfr1,FGF,Secreted Signaling
546,Fgf3,Fgfr2,FGF,Secreted Signaling
547,Fgf10,Fgfr1,FGF,Secreted Signaling
548,Fgf10,Fgfr2,FGF,Secreted Signaling
549,Fgf22,Fgfr2,FGF,Secreted Signaling
550,Fgf8,Fgfr1,FGF,Secreted Signaling
551,Fgf8,Fgfr2,FGF,Secreted Signaling
552,Fgf8,Fgfr3,FGF,Secreted Signaling
553,Fgf8,Fgfr4,FGF,Secreted Signaling
554,Fgf17,Fgfr1,FGF,Secreted Signaling
555,Fgf17,Fgfr2,FGF,Secreted Signaling
556,Fgf17,Fgfr3,FGF,Secreted Signaling
557,Fgf17,Fgfr4,FGF,Secreted Signaling
558,Fgf18,Fgfr1,FGF,Secreted Signaling
559,Fgf18,Fgfr2,FGF,Secreted Signaling
560,Fgf18,Fgfr3,FGF,Secreted Signaling
561,Fgf18,Fgfr4,FGF,Secreted Signaling
562,Fgf9,Fgfr1,FGF,Secreted Signaling
563,Fgf9,Fgfr2,FGF,Secreted Signaling
564,Fgf9,Fgfr3,FGF,Secreted Signaling
565,Fgf9,Fgfr4,FGF,Secreted Signaling
566,Fgf20,Fgfr1,FGF,Secreted Signaling
567,Fgf20,Fgfr2,FGF,Secreted Signaling
568,Fgf20,Fgfr3,FGF,Secreted Signaling
569,Fgf20,Fgfr4,FGF,Secreted Signaling
570,Fgf16,Fgfr1,FGF,Secreted Signaling
571,Fgf16,Fgfr2,FGF,Secreted Signaling
572,Fgf16,Fgfr3,FGF,Secreted Signaling
573,Fgf16,Fgfr4,FGF,Secreted Signaling
574,Fgf15,Fgfr1,FGF,Secreted Signaling
575,Fgf15,Fgfr2,FGF,Secreted Signaling
576,Fgf15,Fgfr3,FGF,Secreted Signaling
577,Fgf15,Fgfr4,FGF,Secreted Signaling
578,Fgf21,Fgfr1,FGF,Secreted Signaling
579,Fgf21,Fgfr3,FGF,Secreted Signaling
580,Fgf23,Fgfr1,FGF,Secreted Signaling
581,Fgf23,Fgfr3,FGF,Secreted Signaling
582,Fgf23,Fgfr4,FGF,Secreted Signaling
583,Pdgfa,Pdgfra,PDGF,Secreted Signaling
584,Pdgfa,Pdgfrb,PDGF,Secreted Signaling
585,Pdgfb,Pdgfra,PDGF,Secreted Signaling
586,Pdgfb,Pdgfrb,PDGF,Secreted Signaling
587,Pdgfc,Pdgfra,PDGF,Secreted Signaling
588,Pdgfd,Pdgfrb,PDGF,Secreted Signaling
589,Vegfa,Flt1,VEGF,Secreted Signaling
590,Vegfa,Kdr,VEGF,Secreted Signaling
591,Vegfb,Flt1,VEGF,Secreted Signaling
592,Vegfc,Flt4,VEGF,Secreted Signaling
593,Vegfc,Kdr,VEGF,Secreted Signaling
594,Vegfd,Flt4,VEGF,Secreted Signaling
595,Vegfd,Kdr,VEGF,Secreted Signaling
596,Pgf,Flt1,VEGF,Secreted Signaling
597,Vegfa,Flt1_Kdr,VEGF,Secreted Signaling
598,Vegfc,Flt4_Kdr,VEGF,Secreted Signaling
599,Vegfd,Flt4_Kdr,VEGF,Secreted Signaling
600,Igf1,Igf1r,IGF,Secreted Signaling
601,Igf2,Igf1r,IGF,Secreted Signaling
602,Igf2,Igf2r,IGF,Secreted Signaling
603,Igf1,Itgav_Itgb3,IGF,Secreted Signaling
604,Igf1,Itga6_Itgb4,IGF,Secreted Signaling
605,Igf2,Itgav_Itgb3,IGF,Secreted Signaling
606,Igf2,Itga6_Itgb4,IGF,Secreted Signaling
607,Igfl3,Igflr1,IGF,Secreted Signaling
608,Ins1,Insr,INSULIN,Secreted Signaling
609,Ins2,Insr,INSULIN,Secreted Signaling
610,Apln,Aplnr,APELIN,Secreted Signaling
611,Dhh,Ptch1_Smo,HH,Secreted Signaling
612,Ihh,Ptch1_Smo,HH,Secreted Signaling
613,Shh,Ptch1_Smo,HH,Secreted Signaling
614,Dhh,Ptch2_Smo,HH,Secreted Signaling
615,Ihh,Ptch2_Smo,HH,Secreted Signaling
616,Shh,Ptch2_Smo,HH,Secreted Signaling
617,Ccl5,Ccr1,CCL,Secreted Signaling
618,Ccl3,Ccr1,CCL,Secreted Signaling
619,Ccl8,Ccr1,CCL,Secreted Signaling
620,Ccl9,Ccr1,CCL,Secreted Signaling
621,Ccl6,Ccr1,CCL,Secreted Signaling
622,Ccl7,Ccr1,CCL,Secreted Signaling
623,Ccl5,Ccr1l1,CCL,Secreted Signaling
624,Ccl3,Ccr1l1,CCL,Secreted Signaling
625,Ccl8,Ccr1l1,CCL,Secreted Signaling
626,Ccl9,Ccr1l1,CCL,Secreted Signaling
627,Ccl6,Ccr1l1,CCL,Secreted Signaling
628,Ccl7,Ccr1l1,CCL,Secreted Signaling
629,Ccl8,Ccr2,CCL,Secreted Signaling
630,Ccl6,Ccr2,CCL,Secreted Signaling
631,Ccl7,Ccr2,CCL,Secreted Signaling
632,Ccl2,Ccr2,CCL,Secreted Signaling
633,Ccl12,Ccr2,CCL,Secreted Signaling
634,Ccl27a,Ccr2,CCL,Secreted Signaling
635,Ccl27b,Ccr2,CCL,Secreted Signaling
636,Ccl5,Ccr3,CCL,Secreted Signaling
637,Ccl6,Ccr3,CCL,Secreted Signaling
638,Ccl7,Ccr3,CCL,Secreted Signaling
639,Ccl11,Ccr3,CCL,Secreted Signaling
640,Ccl24,Ccr3,CCL,Secreted Signaling
641,Ccl26,Ccr3,CCL,Secreted Signaling
642,Ccl28,Ccr3,CCL,Secreted Signaling
643,Ccl27a,Ccr3,CCL,Secreted Signaling
644,Ccl27b,Ccr3,CCL,Secreted Signaling
645,Ccl17,Ccr4,CCL,Secreted Signaling
646,Ccl22,Ccr4,CCL,Secreted Signaling
647,Ccl5,Ccr4,CCL,Secreted Signaling
648,Ccl4,Ccr5,CCL,Secreted Signaling
649,Ccl5,Ccr5,CCL,Secreted Signaling
650,Ccl3,Ccr5,CCL,Secreted Signaling
651,Ccl8,Ccr5,CCL,Secreted Signaling
652,Ccl20,Ccr6,CCL,Secreted Signaling
653,Ccl19,Ccr7,CCL,Secreted Signaling
654,Ccl21a,Ccr7,CCL,Secreted Signaling
655,Ccl21b,Ccr7,CCL,Secreted Signaling
656,Ccl21c,Ccr7,CCL,Secreted Signaling
657,Ccl19,Ackr4,CCL,Secreted Signaling
658,Ccl21a,Ackr4,CCL,Secreted Signaling
659,Ccl21b,Ackr4,CCL,Secreted Signaling
660,Ccl21c,Ackr4,CCL,Secreted Signaling
661,Ccl1,Ccr8,CCL,Secreted Signaling
662,Ccl25,Ccr9,CCL,Secreted Signaling
663,Ccl25,Ackr4,CCL,Secreted Signaling
664,Ccl28,Ccr10,CCL,Secreted Signaling
665,Ccl27a,Ccr10,CCL,Secreted Signaling
666,Ccl27b,Ccr10,CCL,Secreted Signaling
667,Ccl1,Ackr4,CCL,Secreted Signaling
668,Ccl8,Ackr4,CCL,Secreted Signaling
669,Ccl1,Ackr1,CCL,Secreted Signaling
670,Ccl2,Ackr1,CCL,Secreted Signaling
671,Ccl2,Ackr2,CCL,Secreted Signaling
672,Ccl3,Ackr2,CCL,Secreted Signaling
673,Ccl4,Ackr2,CCL,Secreted Signaling
674,Ccl5,Ackr1,CCL,Secreted Signaling
675,Ccl5,Ackr2,CCL,Secreted Signaling
676,Ccl7,Ackr1,CCL,Secreted Signaling
677,Ccl8,Ackr1,CCL,Secreted Signaling
678,Ccl11,Ackr1,CCL,Secreted Signaling
679,Ccl11,Ackr2,CCL,Secreted Signaling
680,Ccl22,Ackr2,CCL,Secreted Signaling
681,Ccl24,Ackr2,CCL,Secreted Signaling
682,Ccl26,Ackr2,CCL,Secreted Signaling
683,Ccl17,Ackr1,CCL,Secreted Signaling
684,Ccl17,Ackr2,CCL,Secreted Signaling
685,Cxcl1,Cxcr1,CXCL,Secreted Signaling
686,Cxcl5,Cxcr1,CXCL,Secreted Signaling
687,Cxcl2,Cxcr1,CXCL,Secreted Signaling
688,Cxcl3,Cxcr1,CXCL,Secreted Signaling
689,Cxcl1,Cxcr2,CXCL,Secreted Signaling
690,Cxcl5,Cxcr2,CXCL,Secreted Signaling
691,Cxcl2,Cxcr2,CXCL,Secreted Signaling
692,Cxcl3,Cxcr2,CXCL,Secreted Signaling
693,Ppbp,Cxcr2,CXCL,Secreted Signaling
694,Pf4,Cxcr3,CXCL,Secreted Signaling
695,Cxcl9,Cxcr3,CXCL,Secreted Signaling
696,Cxcl10,Cxcr3,CXCL,Secreted Signaling
697,Cxcl11,Cxcr3,CXCL,Secreted Signaling
698,Cxcl13,Cxcr3,CXCL,Secreted Signaling
699,Pf4,Cxcr3,CXCL,Secreted Signaling
700,Cxcl12,Cxcr4,CXCL,Secreted Signaling
701,Cxcl12,Ackr3,CXCL,Secreted Signaling
702,Cxcl13,Cxcr5,CXCL,Secreted Signaling
703,Cxcl16,Cxcr6,CXCL,Secreted Signaling
704,Cxcl1,Ackr1,CXCL,Secreted Signaling
705,Cxcl2,Ackr1,CXCL,Secreted Signaling
706,Cxcl3,Ackr1,CXCL,Secreted Signaling
707,Cxcl5,Ackr1,CXCL,Secreted Signaling
708,Cxcl9,Ackr1,CXCL,Secreted Signaling
709,Cxcl10,Ackr1,CXCL,Secreted Signaling
710,Cxcl11,Ackr1,CXCL,Secreted Signaling
711,Cxcl11,Ackr3,CXCL,Secreted Signaling
712,Cxcl13,Ackr1,CXCL,Secreted Signaling
713,Mif,Cd74_Cxcr4,MIF,Secreted Signaling
714,Mif,Cd74_Cd44,MIF,Secreted Signaling
715,Mif,Cd74_Cxcr2,MIF,Secreted Signaling
716,Mif,Ackr3,MIF,Secreted Signaling
717,Cx3cl1,Cx3cr1,CX3C,Secreted Signaling
718,Xcl1,Xcr1,XCR,Secreted Signaling
719,Il2,Il2ra_Il2rb_Il2rg,IL2,Secreted Signaling
720,Il2,Il2rb_Il2rg,IL2,Secreted Signaling
721,Il4,Il4ra_Il2rg,IL2,Secreted Signaling
722,Il7,Il7r_Il2rg,IL2,Secreted Signaling
723,Il9,Il9r_Il2rg,IL2,Secreted Signaling
724,Il15,Il15ra_Il2rb_Il2rg,IL2,Secreted Signaling
725,Il21,Il21r_Il2rg,IL2,Secreted Signaling
726,Tslp,Il7r_Crlf2,IL2,Secreted Signaling
727,Il3,Il3ra_Csf2rb,IL4,Secreted Signaling
728,Il5,Il5ra_Csf2rb,IL4,Secreted Signaling
729,Csf2,Csf2ra_Csf2rb,IL4,Secreted Signaling
730,Il4,Il4ra,IL4,Secreted Signaling
731,Il4,Il4ra_Il13ra1,IL4,Secreted Signaling
732,Il4,Il4ra_Il13ra2,IL4,Secreted Signaling
733,Il13,Il4ra_Il13ra1,IL4,Secreted Signaling
734,Il13,Il4ra_Il13ra2,IL4,Secreted Signaling
735,Il13,Il13ra1,IL4,Secreted Signaling
736,Il13,Il13ra2,IL4,Secreted Signaling
737,Il6,Il6ra_Il6st,IL6,Secreted Signaling
738,Il11,Il11ra1_Il6st,IL6,Secreted Signaling
739,Il11,Il11ra2_Il6st,IL6,Secreted Signaling
740,Il12a_Il12b,Il12rb1_Il12rb2,IL12,Secreted Signaling
741,Il12b_Il23a,Il23r_Il12rb1,IL12,Secreted Signaling
742,Il27_Ebi3,Il27ra_Il6st,IL12,Secreted Signaling
743,Il31,Il31ra_Osmr,IL6,Secreted Signaling
744,Cntf,Cntfr_Lifr_Il6st,LIFR,Secreted Signaling
745,Clcf1,Cntfr_Lifr_Il6st,LIFR,Secreted Signaling
746,Ctf1,Lifr_Il6st,LIFR,Secreted Signaling
747,Lif,Lifr_Il6st,LIFR,Secreted Signaling
748,Osm,Lifr_Il6st,OSM,Secreted Signaling
749,Osm,Osmr_Il6st,OSM,Secreted Signaling
750,Il10,Il10ra_Il10rb,IL10,Secreted Signaling
751,Il19,Il20ra_Il20rb,IL10,Secreted Signaling
752,Il20,Il20ra_Il20rb,IL10,Secreted Signaling
753,Il24,Il20ra_Il20rb,IL10,Secreted Signaling
754,Il20,Il22ra1_Il20rb,IL10,Secreted Signaling
755,Il24,Il22ra1_Il20rb,IL10,Secreted Signaling
756,Il22,Il22ra1_Il10rb,IL10,Secreted Signaling
757,Il1a,Il1r1_Il1rap,IL1,Secreted Signaling
758,Il1b,Il1r1_Il1rap,IL1,Secreted Signaling
759,Il1f5,Il1rl2_Il1rap,IL1,Secreted Signaling
760,Il1f6,Il1rl2_Il1rap,IL1,Secreted Signaling
761,Il1f8,Il1rl2_Il1rap,IL1,Secreted Signaling
762,Il1f9,Il1rl2_Il1rap,IL1,Secreted Signaling
763,Il1f10,Il1rl2_Il1rap,IL1,Secreted Signaling
764,Il18,Il18r1_Il18rap,IL1,Secreted Signaling
765,Il33,Il1rl1_Il1rap,IL1,Secreted Signaling
766,Il17a,Il17ra_Il17rc,IL17,Secreted Signaling
767,Il17f,Il17ra_Il17rc,IL17,Secreted Signaling
768,Il17a_Il17f,Il17ra_Il17rc,IL17,Secreted Signaling
769,Il17b,Il17rb,IL17,Secreted Signaling
770,Il17c,Il17ra_Il17re,IL17,Secreted Signaling
771,Il25,Il17ra_Il17rb,IL17,Secreted Signaling
772,Il34,Csf1r,CSF,Secreted Signaling
773,Csf1,Csf1r,CSF,Secreted Signaling
774,Il16,Cd4,IL16,Secreted Signaling
775,Epo,Epor,EPO,Secreted Signaling
776,Gh,Ghr,GH,Secreted Signaling
777,Prl,Prlr,PRL,Secreted Signaling
778,Thpo,Mpl,THPO,Secreted Signaling
779,Csf3,Csf3r,CSF3,Secreted Signaling
780,Ifna,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
781,Ifnb1,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
782,Ifnk,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
783,Ifne,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
784,Ifna11,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
785,Ifna1,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
786,Ifna2,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
787,Ifna4,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
788,Ifna5,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
789,Ifna6,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
790,Ifna7,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
791,Ifna9,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
792,Ifnab,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
793,Ifna12,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
794,Ifna13,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
795,Ifna14,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
796,Ifna15,Ifnar1_Ifnar2,IFN-I,Secreted Signaling
797,Ifng,Ifngr1_Ifngr2,IFN-II,Secreted Signaling
798,Ifnl2,Ifnlr1_Il10rb,IFN-lII,Secreted Signaling
799,Ifnl3,Ifnlr1_Il10rb,IFN-lII,Secreted Signaling
800,Tnf,Tnfrsf1a,TNF,Secreted Signaling
801,Tnf,Tnfrsf1b,TNF,Secreted Signaling
802,Lta,Tnfrsf1a,LT,Secreted Signaling
803,Lta,Tnfrsf1b,LT,Secreted Signaling
804,Lta,Tnfrsf14,LT,Secreted Signaling
805,Lta_Ltb,Ltbr,LT,Secreted Signaling
806,Tnfsf14,Ltbr,LIGHT,Secreted Signaling
807,Tnfsf14,Tnfrsf14,LIGHT,Secreted Signaling
808,Fasl,Fas,FASLG,Secreted Signaling
809,Tnfsf15,Tnfrsf25,VEGI,Secreted Signaling
810,Tnfsf10,Tnfrsf10b,TRAIL,Secreted Signaling
811,Eda,Edar,EDA,Secreted Signaling
812,Eda,Eda2r,EDA,Secreted Signaling
813,Ngf,Ngfr,NGF,Secreted Signaling
814,Klk1b4,Ngfr,NGF,Secreted Signaling
815,Tnfsf11,Tnfrsf11a,RANKL,Secreted Signaling
816,Tnfsf11,Tnfrsf11b,RANKL,Secreted Signaling
817,Tnfsf12,Tnfrsf12a,TWEAK,Secreted Signaling
818,Cd70,Cd27,CD70,Secreted Signaling
819,Tnfsf8,Tnfrsf8,CD30,Secreted Signaling
820,Tnfsf9,Tnfrsf9,CD137,Secreted Signaling
821,Tnfsf4,Tnfrsf4,OX40,Secreted Signaling
822,Tnfsf18,Tnfrsf18,GITRL,Secreted Signaling
823,Tnfsf13,Tnfrsf17,APRIL,Secreted Signaling
824,Tnfsf13,Tnfrsf13b,APRIL,Secreted Signaling
825,Tnfsf13b,Tnfrsf17,BAFF,Secreted Signaling
826,Tnfsf13b,Tnfrsf13b,BAFF,Secreted Signaling
827,Tnfsf13b,Tnfrsf13c,BAFF,Secreted Signaling
828,Cd40lg,Itga2b_Itgb3,CD40,Secreted Signaling
829,Cd40lg,Itga5_Itgb1,CD40,Secreted Signaling
830,Cd40lg,Itgam_Itgb2,CD40,Secreted Signaling
831,Spp1,Cd44,SPP1,Secreted Signaling
832,Spp1,Itgav_Itgb3,SPP1,Secreted Signaling
833,Spp1,Itgav_Itgb1,SPP1,Secreted Signaling
834,Spp1,Itgav_Itgb5,SPP1,Secreted Signaling
835,Spp1,Itgav_Itgb6,SPP1,Secreted Signaling
836,Spp1,Itga4_Itgb1,SPP1,Secreted Signaling
837,Spp1,Itga9_Itgb1,SPP1,Secreted Signaling
838,Spp1,Itga8_Itgb1,SPP1,Secreted Signaling
839,Spp1,Itga5_Itgb1,SPP1,Secreted Signaling
840,Adipoq,Adipor1,ADIPONECTIN,Secreted Signaling
841,Adipoq,Adipor2,ADIPONECTIN,Secreted Signaling
842,Retn,Tlr4,RESISTIN,Secreted Signaling
843,Retn,Cap1,RESISTIN,Secreted Signaling
844,Nampt,Insr,VISFATIN,Secreted Signaling
845,Nampt,Itga5_Itgb1,VISFATIN,Secreted Signaling
846,Angptl1,Itga1_Itgb1,ANGPTL,Secreted Signaling
847,Angptl2,Itga5_Itgb1,ANGPTL,Secreted Signaling
848,Angptl2,Tlr4,ANGPTL,Secreted Signaling
849,Angptl2,Pirb,ANGPTL,Secreted Signaling
850,Angptl1,Pirb,ANGPTL,Secreted Signaling
851,Angptl7,Pirb,ANGPTL,Secreted Signaling
852,Angptl4,Itga5_Itgb1,ANGPTL,Secreted Signaling
853,Angptl4,Itgav_Itgb3,ANGPTL,Secreted Signaling
854,Angptl4,Cdh5,ANGPTL,Secreted Signaling
855,Angptl4,Cdh11,ANGPTL,Secreted Signaling
856,Angptl4,Sdc1,ANGPTL,Secreted Signaling
857,Angptl4,Sdc2,ANGPTL,Secreted Signaling
858,Angptl4,Sdc3,ANGPTL,Secreted Signaling
859,Angptl4,Sdc4,ANGPTL,Secreted Signaling
860,Angptl3,Itgav_Itgb3,ANGPTL,Secreted Signaling
861,Angpt1,Tek,ANGPT,Secreted Signaling
862,Angpt2,Tek,ANGPT,Secreted Signaling
863,Angpt2,Itga5_Itgb1,ANGPT,Secreted Signaling
864,Mdk,Sdc1,MK,Secreted Signaling
