# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "64" "-p" "-t" "exon" "-g" "gene_id" "-a" "/public5/xiongyy/refer/Mus_musculus.GRCm39.108.gtf" "-o" "/public5/xiongyy/mouse_EV/00.CleanData/all.id.txt" "/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam" "/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam" "/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam" 
Geneid	/public5/xiongyy/mouse_EV/00.CleanData/1--1/1--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/1--2/1--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--1/2--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/2--2/2--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--1/3--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/3--2/3--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--1/4--1.bam	/public5/xiongyy/mouse_EV/00.CleanData/4--2/4--2.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-3/4-3.bam	/public5/xiongyy/mouse_EV/00.CleanData/4-4/4-4.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-1/Blank-1.bam	/public5/xiongyy/mouse_EV/00.CleanData/Blank-2/Blank-2.bam
ENSMUSG00000021483	83	73	90	111	96	120	154	58	114	146	64	124
ENSMUSG00000113244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113109	0	0	0	1	0	0	1	0	0	0	0	1
ENSMUSG00000096537	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000114534	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000114807	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000032846	396	396	201	292	350	411	371	351	400	383	104	347
ENSMUSG00002076530	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114627	0	0	0	0	0	0	0	0	1	0	0	9
ENSMUSG00000071180	1237	1494	1337	1128	1492	1272	948	1257	1455	1354	788	1564
ENSMUSG00000114483	0	0	0	0	0	0	2	1	0	0	0	0
ENSMUSG00000114884	0	0	1	0	8	1	5	0	23	0	0	0
ENSMUSG00000039109	1468	1447	2659	2778	1039	1624	2672	526	646	1015	261	664
ENSMUSG00000114329	0	0	0	0	0	0	1	0	0	0	18	7
ENSMUSG00000114336	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114428	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114297	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114249	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000114508	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074841	0	0	0	1	0	2	0	0	1	0	0	0
ENSMUSG00000114625	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114013	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113653	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113173	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055763	77	48	22	79	65	104	133	51	84	51	31	52
ENSMUSG00000113760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095909	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118427	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113477	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000113156	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113713	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113253	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114616	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114239	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118666	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114776	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114328	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114377	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114261	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074832	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114343	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114406	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097483	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114684	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114777	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114685	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114434	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114645	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114426	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075993	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114262	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074830	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114327	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114423	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021622	273	334	1417	1064	247	278	84	178	818	285	8643	2430
ENSMUSG00000082488	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000021708	182	208	170	230	123	157	165	95	357	252	67	546
ENSMUSG00000114133	1004	986	1097	775	953	1014	753	906	857	696	852	896
ENSMUSG00000087839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077799	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049625	169	311	119	352	414	307	230	121	361	332	5	48
ENSMUSG00000114341	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097361	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021508	4046	2952	1499	1156	3817	5105	5729	7256	4021	5516	1872	7871
ENSMUSG00000114911	0	0	0	0	0	0	0	0	0	5	0	6
ENSMUSG00000088149	0	0	0	0	0	0	0	0	0	0	0	4
ENSMUSG00000074885	0	1	1	3	0	1	6	2	0	0	0	0
ENSMUSG00000021509	28	11	162	181	41	49	32	26	26	29	73	78
ENSMUSG00000021538	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035509	17	21	3	14	8	20	12	16	13	19	12	23
ENSMUSG00000021539	0	0	0	0	6	0	0	0	0	2	0	0
ENSMUSG00000114604	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000110477	0	9	6	0	0	0	1	0	6	0	25	0
ENSMUSG00000057726	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000112963	23	27	198	128	93	27	38	87	42	82	174	79
ENSMUSG00000089229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113016	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113398	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083042	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047889	122	72	140	50	127	150	34	22	23	66	53	35
ENSMUSG00000082986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097202	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097190	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069248	85	23	198	93	26	114	166	55	74	114	60	141
ENSMUSG00000052180	117	34	688	319	43	160	179	21	64	68	32	60
ENSMUSG00000059395	15	18	17	6	27	10	6	22	27	11	6	31
ENSMUSG00000114702	4	1	0	0	0	2	1	0	0	0	0	6
ENSMUSG00000088563	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000078139	476	572	502	476	304	553	352	277	393	387	763	496
ENSMUSG00000079941	420	399	615	306	740	972	651	1023	534	546	610	337
ENSMUSG00000082396	0	0	0	3	6	0	0	7	0	0	0	9
ENSMUSG00000063894	781	989	461	798	714	652	681	801	807	717	656	1582
ENSMUSG00000048996	1	2	6	1	8	0	3	0	2	0	0	0
ENSMUSG00000054890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051258	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036658	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108534	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000108674	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094338	5	1	15	0	5	1	5	6	0	1	0	0
ENSMUSG00000071516	7	0	0	5	2	2	3	0	0	1	0	0
ENSMUSG00002076515	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101355	0	0	8	1	3	6	2	5	10	7	0	0
ENSMUSG00002075904	0	0	0	0	0	6	0	0	0	0	0	0
ENSMUSG00000080076	0	0	0	0	2	0	2	6	0	5	0	0
ENSMUSG00000114279	2	0	1	0	5	9	2	4	0	0	0	0
ENSMUSG00000067455	0	0	0	0	9	0	0	0	4	22	0	0
ENSMUSG00000064288	2	0	0	8	2	8	2	12	7	5	0	0
ENSMUSG00000063021	2	0	0	0	2	0	0	6	0	0	0	7
ENSMUSG00002075711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095217	0	0	0	0	2	3	0	1	0	0	0	1
ENSMUSG00000085331	0	3	0	3	0	0	0	0	0	0	0	0
ENSMUSG00000058773	1	2	4	0	0	1	1	0	0	0	0	0
ENSMUSG00000101972	4	9	0	0	21	12	3	4	2	0	1	6
ENSMUSG00000069309	3	1	2	6	4	9	3	11	1	4	0	8
ENSMUSG00002075444	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069308	10	1	15	0	10	2	0	12	0	13	0	0
ENSMUSG00000076744	0	0	0	0	0	0	0	0	0	4	0	0
ENSMUSG00000076745	0	0	5	6	0	2	1	0	2	10	0	2
ENSMUSG00000076746	0	7	3	21	21	19	3	10	23	13	0	5
ENSMUSG00000076747	0	0	0	18	2	6	9	2	6	6	0	7
ENSMUSG00000104962	0	0	2	0	0	1	0	1	0	4	2	0
ENSMUSG00000076749	46	65	153	199	76	60	35	36	187	186	44	99
ENSMUSG00000076750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104630	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091682	2	0	8	0	0	0	2	0	0	0	0	0
ENSMUSG00000076752	14	40	21	50	13	14	13	7	48	56	21	47
ENSMUSG00000105830	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000076754	5	5	20	8	10	7	2	6	2	11	0	16
ENSMUSG00000076755	0	0	7	4	0	1	0	0	1	0	0	4
ENSMUSG00000098799	13	0	0	1	0	0	0	0	6	14	0	0
ENSMUSG00000076757	11	7	27	28	24	19	11	15	27	65	6	46
ENSMUSG00000003062	505	609	569	360	641	570	362	386	547	540	179	491
ENSMUSG00000105848	0	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000104959	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105715	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000060981	5	1	25	17	18	19	12	2	16	30	69	64
ENSMUSG00000061991	4	0	0	0	0	3	1	0	0	0	0	0
ENSMUSG00002076445	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099517	3	0	6	2	8	6	7	11	11	7	0	7
ENSMUSG00000114456	9	31	15	22	4	20	16	11	19	10	6	13
ENSMUSG00000100210	5	0	6	5	1	1	8	2	0	0	0	0
ENSMUSG00000069274	3	0	0	0	0	1	6	6	0	0	0	0
ENSMUSG00000052565	13	21	6	1	5	11	15	13	9	1	6	17
ENSMUSG00000069273	0	2	0	1	0	1	4	6	0	0	0	0
ENSMUSG00000069272	13	10	0	12	9	29	9	11	38	6	0	0
ENSMUSG00002075675	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058385	23	8	12	2	8	17	8	10	8	6	13	16
ENSMUSG00000069268	0	2	0	0	8	5	4	10	0	0	0	0
ENSMUSG00000071478	7	8	1	0	3	1	7	2	0	1	0	1
ENSMUSG00002076162	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099583	13	2	0	11	15	23	1	16	20	8	11	8
ENSMUSG00000061482	3	0	0	0	15	6	0	7	6	0	0	20
ENSMUSG00000047246	47	31	47	32	69	51	29	51	40	18	134	124
ENSMUSG00000051627	23	17	42	21	8	12	30	10	12	16	30	26
ENSMUSG00000080741	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084753	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000069270	86	26	24	12	54	43	63	67	3	23	11	38
ENSMUSG00002075663	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000018102	666	517	716	317	641	651	432	617	516	434	531	667
ENSMUSG00000060678	7	7	3	2	3	13	7	4	5	0	3	16
ENSMUSG00000036211	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114094	0	0	0	2	3	0	0	0	0	0	0	0
ENSMUSG00000113589	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000113245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075315	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061988	0	1	3	2	0	32	156	77	5	0	1	2
ENSMUSG00000021148	0	6	0	4	0	6	95	22	0	3	0	0
ENSMUSG00000077484	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118925	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000033520	2	14	8	10	15	48	616	220	10	1	0	5
ENSMUSG00000119737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113466	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058258	815	968	1098	708	826	713	816	1444	735	920	1749	906
ENSMUSG00000021596	106	164	197	168	70	110	99	46	189	144	12	121
ENSMUSG00000114293	34	43	9	73	32	35	34	5	14	20	0	19
ENSMUSG00000119468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096216	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090027	0	1	0	0	0	0	1	0	1	0	0	0
ENSMUSG00000090119	1	1	2	1	2	4	3	1	2	1	0	0
ENSMUSG00000114385	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021362	0	0	0	2	2	0	0	0	0	0	0	0
ENSMUSG00000038651	0	0	0	0	3	0	0	0	0	0	0	0
ENSMUSG00000114388	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021364	2	5	0	2	11	3	2	0	4	3	0	0
ENSMUSG00000114238	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091264	1579	1510	1120	1194	1311	1328	1149	1140	1102	1144	1225	1481
ENSMUSG00000021365	1102	1096	659	981	1206	1168	999	1330	1382	1190	602	1477
ENSMUSG00000097373	8	1	18	0	5	0	2	0	0	6	0	0
ENSMUSG00000114914	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114552	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114537	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114926	20	5	10	17	8	16	9	6	30	10	7	2
ENSMUSG00000120009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097265	0	0	0	0	2	0	0	0	1	0	0	0
ENSMUSG00000120267	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000120268	0	0	4	0	0	3	0	0	7	0	0	0
ENSMUSG00000074782	33	71	13	27	55	68	38	32	81	33	77	142
ENSMUSG00000120293	19	0	0	0	6	0	2	0	0	0	3	0
ENSMUSG00000114369	8	17	24	7	13	22	16	15	12	14	0	17
ENSMUSG00000120317	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114665	31	12	14	9	25	16	8	19	25	17	30	37
ENSMUSG00000120366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114354	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000114493	37	31	69	92	36	43	57	45	65	71	45	94
ENSMUSG00000120018	3	0	2	0	0	7	0	0	9	0	0	0
ENSMUSG00000120412	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113101	5	0	5	6	0	17	2	3	1	1	0	0
ENSMUSG00000093587	107	92	68	91	69	107	154	127	96	71	68	190
ENSMUSG00000120440	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120329	0	0	0	0	0	3	0	0	8	4	23	10
ENSMUSG00000120481	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120497	0	0	0	1	0	0	2	0	0	0	0	7
ENSMUSG00000120502	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042857	53	74	57	82	56	72	47	42	56	35	34	107
ENSMUSG00000120474	1	0	0	6	0	0	0	0	0	4	0	0
ENSMUSG00000110235	1	8	0	0	26	4	8	0	0	8	13	3
ENSMUSG00000120549	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114780	0	2	5	3	0	5	1	6	0	0	0	6
ENSMUSG00000120566	0	0	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000085016	0	4	9	0	3	0	3	4	0	0	8	0
ENSMUSG00000097326	23	12	6	0	22	5	8	5	0	1	8	52
ENSMUSG00000113399	2	0	0	0	0	0	0	0	0	0	0	9
ENSMUSG00000120592	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038408	0	0	0	0	0	4	0	0	0	0	0	0
ENSMUSG00000114379	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000097848	0	0	0	2	0	0	2	2	0	0	0	0
ENSMUSG00000114681	0	0	0	0	2	4	0	0	0	0	0	0
ENSMUSG00000120629	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120208	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113528	4	11	3	14	3	2	2	18	11	20	7	15
ENSMUSG00000086111	3	8	10	19	4	9	1	10	9	0	7	0
ENSMUSG00000112941	4	7	13	29	0	10	6	7	0	0	0	0
ENSMUSG00000113216	8	16	10	24	9	17	2	1	25	11	6	12
ENSMUSG00000097276	9	18	0	7	2	5	14	3	8	22	21	20
ENSMUSG00000113559	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044081	2	1	0	4	16	7	8	6	2	6	0	10
ENSMUSG00000038152	6	0	2	1	14	3	6	7	8	20	0	8
ENSMUSG00000113252	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085024	4	3	9	2	17	5	6	16	13	17	14	19
ENSMUSG00000110393	30	4	23	30	57	25	30	51	45	51	8	50
ENSMUSG00000114311	0	0	0	0	0	0	10	0	0	0	0	0
ENSMUSG00000114893	0	2	1	1	2	0	3	0	0	0	0	11
ENSMUSG00000051606	8	15	1	3	2	13	11	7	1	2	0	4
ENSMUSG00000085936	55	46	48	37	68	40	43	87	33	59	15	46
ENSMUSG00000113654	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114247	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113856	4	9	5	7	10	7	5	10	5	28	10	32
ENSMUSG00000097793	18	5	29	11	34	22	23	23	28	12	36	34
ENSMUSG00000114608	146	290	268	203	259	155	77	40	180	180	13	51
ENSMUSG00000120784	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120790	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113010	6	2	0	8	0	0	1	0	0	4	0	0
ENSMUSG00000086693	6	3	6	0	14	2	0	0	22	3	0	6
ENSMUSG00000120800	16	8	10	1	12	10	0	11	6	10	8	3
ENSMUSG00000120803	3	0	0	25	4	2	2	8	4	4	58	32
ENSMUSG00000120811	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114069	0	0	0	0	4	0	0	0	0	5	0	0
ENSMUSG00000120113	235	317	363	203	249	230	236	204	376	259	334	457
ENSMUSG00000085881	3	1	13	9	9	12	7	10	11	24	0	39
ENSMUSG00000112964	401	389	306	406	444	364	234	357	488	502	333	614
ENSMUSG00000120159	0	0	0	0	0	0	0	0	0	0	6	0
ENSMUSG00000085457	19	16	37	31	50	26	6	23	70	35	96	77
ENSMUSG00000120863	200	225	198	172	237	216	181	298	247	205	174	364
ENSMUSG00000120871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120886	1	0	0	0	0	0	0	5	3	0	0	0
ENSMUSG00000113211	0	0	0	0	4	8	3	0	0	0	0	0
ENSMUSG00000120037	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000107008	0	0	33	8	3	0	3	6	0	0	6	0
ENSMUSG00000114401	4	11	4	11	18	4	6	40	51	36	15	6
ENSMUSG00000114554	0	5	0	0	4	0	0	0	10	1	0	0
ENSMUSG00000113019	31	55	80	50	68	50	22	29	87	58	39	105
ENSMUSG00000118631	0	0	0	3	0	2	2	0	0	4	7	0
ENSMUSG00000086363	15	12	19	12	4	2	4	3	20	11	0	18
ENSMUSG00000120924	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078952	20	10	15	26	31	13	50	11	19	7	4	33
ENSMUSG00000120930	5	12	2	2	1	5	10	11	8	2	20	16
ENSMUSG00000114491	11	3	12	4	7	6	12	9	1	2	0	6
ENSMUSG00000100410	12	0	26	8	5	4	0	0	0	5	82	33
ENSMUSG00000048603	14	33	2	21	23	12	31	45	46	28	41	22
ENSMUSG00000120974	1	0	2	1	0	1	4	3	13	2	0	0
ENSMUSG00000097182	0	0	3	0	0	2	2	0	0	6	0	12
ENSMUSG00000089875	22	42	45	37	43	25	36	21	66	40	35	87
ENSMUSG00000120978	13	8	13	23	16	13	9	10	15	9	17	34
ENSMUSG00000114585	9	17	5	15	8	13	10	8	1	10	0	0
ENSMUSG00000120488	2	0	0	0	6	1	2	0	0	6	0	0
ENSMUSG00000120975	16	14	24	4	24	25	15	35	33	17	25	8
ENSMUSG00000113626	0	0	0	3	2	2	1	0	0	6	7	4
ENSMUSG00000113047	265	438	283	377	528	301	233	504	596	635	518	925
ENSMUSG00000120981	0	0	0	4	2	1	0	0	0	0	3	12
ENSMUSG00000114791	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000120696	1	4	3	0	5	2	1	0	0	0	0	7
ENSMUSG00000121017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087143	35	21	18	39	19	25	13	9	44	4	7	22
ENSMUSG00000050334	3	0	1	0	3	0	0	0	6	0	0	0
ENSMUSG00000097101	5	10	28	28	9	7	45	13	31	43	59	36
ENSMUSG00000114053	0	9	0	0	0	0	3	4	0	4	0	0
ENSMUSG00000120328	0	1	0	3	7	6	5	20	3	11	0	0
ENSMUSG00000098087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121053	21	22	21	38	32	30	27	31	35	52	17	82
ENSMUSG00000121054	14	4	35	12	11	1	3	12	8	4	8	10
ENSMUSG00000097709	84	40	29	4	44	47	19	28	31	6	6	0
ENSMUSG00000113701	10	9	10	25	16	4	2	9	22	0	0	6
ENSMUSG00000121060	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000121063	0	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000113204	322	429	207	249	379	213	241	332	313	312	255	510
ENSMUSG00000120021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000113543	0	0	0	0	0	0	0	0	0	5	0	0
ENSMUSG00000120899	0	1	6	0	4	0	0	1	2	0	0	0
ENSMUSG00000113346	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014164	40	47	14	64	40	58	57	54	43	34	24	69
ENSMUSG00000077962	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000007836	6334	6463	6371	3563	9387	11520	7228	10546	6362	6716	3154	4123
ENSMUSG00000120272	0	1	1	4	0	2	0	0	0	0	0	9
ENSMUSG00000097717	1	0	0	0	0	0	0	2	0	0	0	0
ENSMUSG00000114309	1	0	0	0	0	3	1	0	0	0	0	0
ENSMUSG00000050002	235	243	266	160	318	308	263	289	335	246	136	291
ENSMUSG00000005312	3711	3291	3008	2998	3678	4921	4590	4254	3190	3526	2736	3657
ENSMUSG00000114524	2	0	1	9	12	2	0	3	0	5	17	12
ENSMUSG00000119985	0	0	4	2	6	0	0	9	0	4	2	0
ENSMUSG00000114886	0	0	0	0	5	0	2	1	0	0	0	0
ENSMUSG00000114929	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021552	97	111	119	185	151	168	135	195	193	130	220	185
ENSMUSG00000113468	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121348	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091304	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121349	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121350	0	0	0	0	2	0	0	0	3	4	18	0
ENSMUSG00000113175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121353	11	40	13	2	18	11	14	44	44	25	113	60
ENSMUSG00000113593	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121372	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000114867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121401	0	0	0	0	0	0	0	0	0	0	0	0
