,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
IL1F5_IL1RL2_IL1RAP,IL1F5_IL1RL2_IL1RAP,IL1,Il1f5,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il1f5  - (Il1rl2+Il1rap),,,,,,,,
IL1F6_IL1RL2_IL1RAP,IL1F6_IL1RL2_IL1RAP,IL1,Il1f6,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il1f6  - (Il1rl2+Il1rap),,,,,,,,
IL1F8_IL1RL2_IL1RAP,IL1F8_IL1RL2_IL1RAP,IL1,Il1f8,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il1f8  - (Il1rl2+Il1rap),,,,,,,,
IL1F9_IL1RL2_IL1RAP,IL1F9_IL1RL2_IL1RAP,IL1,Il1f9,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il1f9  - (Il1rl2+Il1rap),,,,,,,,
IL1F10_IL1RL2_IL1RAP,IL1F10_IL1RL2_IL1RAP,IL1,Il1f10,IL1RL2_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il1f10  - (Il1rl2+Il1rap),,,,,,,,
IL18_IL18R1_IL18RAP,IL18_IL18R1_IL18RAP,IL1,Il18,IL18R1_IL18RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il18  - (Il18r1+Il18rap),,,Ctnnb1,,,,,Ctnnb1
IL33_IL1RL1_IL1RAP,IL33_IL1RL1_IL1RAP,IL1,Il33,IL1RL1_IL1RAP,,,,,KEGG: mmu04060,Secreted Signaling,Il33  - (Il1rl1+Il1rap),,,Esr1_Fos_Anxa1_Ar_Ywhaz_Asap3_Stat3_Ctnnb1_Elf3_Nfe2l2_Stat5b_Pkm_Rela_Stat1_Jun_Ezr_Stat5a_Cebpb,Rb1,,Rb1,,Anxa1_Ar_Asap3_Cebpb_Ctnnb1_Elf3_Esr1_Ezr_Fos_Jun_Nfe2l2_Pkm_Rela_Stat1_Stat3_Stat5a_Stat5b_Ywhaz
IL17A_IL17RA_IL17RC,IL17A_IL17RA_IL17RC,IL17,Il17a,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling,Il17a  - (Il17ra+Il17rc),,,Creb1_Fos_Foxo1_Ruvbl1_Hspa1l_Stat3_Nr3c1_E2f1_Foxo3_Sp1_Smad7_Rela_Stat1_Nfatc4_Smad1_Mdm2_Prkaa2_Mapk1_Smad3_Cebpb_Smad6,,,,,Cebpb_Creb1_E2f1_Fos_Foxo1_Foxo3_Hspa1l_Mapk1_Mdm2_Nfatc4_Nr3c1_Prkaa2_Rela_Ruvbl1_Smad1_Smad3_Smad6_Smad7_Sp1_Stat1_Stat3
IL17F_IL17RA_IL17RC,IL17F_IL17RA_IL17RC,IL17,Il17f,IL17RA_IL17RC,,,,,KEGG: mmu04060,Secreted Signaling,Il17f  - (Il17ra+Il17rc),,,,,,,,
IL17AF_IL17RA_IL17RC,IL17AF_IL17RA_IL17RC,IL17,IL17AF,IL17RA_IL17RC,,,,,PMID: 24813051,Secreted Signaling,Il17af  - (Il17ra+Il17rc),,,Creb1_Fos_Foxo1_Ruvbl1_Hspa1l_Stat3_Nr3c1_E2f1_Foxo3_Sp1_Smad7_Rela_Stat1_Nfatc4_Smad1_Mdm2_Prkaa2_Mapk1_Smad3_Cebpb_Smad6,,,,,Cebpb_Creb1_E2f1_Fos_Foxo1_Foxo3_Hspa1l_Mapk1_Mdm2_Nfatc4_Nr3c1_Prkaa2_Rela_Ruvbl1_Smad1_Smad3_Smad6_Smad7_Sp1_Stat1_Stat3
IL17B_IL17RB,IL17B_IL17RB,IL17,Il17b,Il17rb,,,,,KEGG: mmu04060,Secreted Signaling,Il17b  - Il17rb,,,,,,,,
IL17C_IL17RA_IL17RE,IL17C_IL17RA_IL17RE,IL17,Il17c,IL17RA_IL17RE,,,,,KEGG: mmu04060,Secreted Signaling,Il17c  - (Il17ra+Il17re),,,,,,,,
IL25_IL17RA_IL17RB,IL25_IL17RA_IL17RB,IL17,Il25,IL17RA_IL17RB,,,,,KEGG: mmu04060,Secreted Signaling,Il25  - (Il17ra+Il17rb),,,Ppard_Esr1_Fos_Anxa1_Ar_Foxo1_Asap3_Ywhaz_Hdac3_Stat3_Stat6_Hnf4a_Ets2_Pparg_Ywhae_Abl1_Ets1_Ctnnb1_Elf3_Nfe2l2_Eno1_Stat5b_Pkm_Srf_Hnf1a_Rela_Stat1_Trip10_Gtf2i_Jun_Ezr_Mdm2_Thrb_Mapk1_Stat5a_Dab2_Esr2_Cebpb_Mylk,,,,,Abl1_Anxa1_Ar_Asap3_Cebpb_Ctnnb1_Dab2_Elf3_Eno1_Esr1_Esr2_Ets1_Ets2_Ezr_Fos_Foxo1_Gtf2i_Hdac3_Hnf1a_Hnf4a_Jun_Mapk1_Mdm2_Mylk_Nfe2l2_Pkm_Ppard_Pparg_Rela_Srf_Stat1_Stat3_Stat5a_Stat5b_Stat6_Thrb_Trip10_Ywhae_Ywhaz
IL34_CSF1R,IL34_CSF1R,CSF,Il34,Csf1r,,,,,KEGG: mmu04060,Secreted Signaling,Il34  - Csf1r,,,,,,,,
CSF1_CSF1R,CSF1_CSF1R,CSF,Csf1,Csf1r,,,,,KEGG: mmu04060,Secreted Signaling,Csf1  - Csf1r,Jun_Pparg_Mapk1_Rela_Nfkb1_Nfe2l2,,Sfpq_Hif1a_Mycl_Pax3_Smad4_Gli2_Nr3c1_Elf3_Smarcc2_Zhx1_Git2_Clock_Pgr_Mdm2_Nfatc2_Snai1_Sox9_Nfatc1_Ezh2_Myc_Hsf1_Ikzf3_Neurod1_Nfe2l1_Ybx1_Gfi1_Zbtb16_Tfeb_Gcm1_Srebf1_Ctnnb1_Rfx1_Snai2_Rela_Klf5_Tppp_Relb_Bax_Bcl3_Nfkb2_Mnx1_Mafa_Cdx2_Smad3_Cebpb_Crem_Junb_Creb1_Esr1_Ctbp1_Foxo1_Pdx1_Cebpd_Gli3_Sp1_Ets1_Nfe2l2_Spi1_Mybl2_Usf2_Smad2_Mitf_Rxra_Jun_Nfkb1_Runx3_Mylk_Gata6_E2f1_Bad_Mycn_Cebpa_Foxp3_Pkm_Wt1_Ncoa3_Smad1_Foxl2_Stat5a_Pick1_Atf2_Bclaf1_Nr1d1,,,,Jun_Nfe2l2_Nfkb1_Rela,Atf2_Bad_Bax_Bcl3_Bclaf1_Cdx2_Cebpa_Cebpb_Cebpd_Clock_Creb1_Crem_Ctbp1_Ctnnb1_E2f1_Elf3_Esr1_Ets1_Ezh2_Foxl2_Foxo1_Foxp3_Gata6_Gcm1_Gfi1_Git2_Gli2_Gli3_Hif1a_Hsf1_Ikzf3_Jun_Junb_Klf5_Mafa_Mapk1_Mdm2_Mitf_Mnx1_Mybl2_Myc_Mycl_Mycn_Mylk_Ncoa3_Neurod1_Nfatc1_Nfatc2_Nfe2l1_Nfe2l2_Nfkb1_Nfkb2_Nr1d1_Nr3c1_Pax3_Pdx1_Pgr_Pick1_Pkm_Pparg_Rela_Relb_Rfx1_Runx3_Rxra_Sfpq_Smad1_Smad2_Smad3_Smad4_Smarcc2_Snai1_Snai2_Sox9_Sp1_Spi1_Srebf1_Stat5a_Tfeb_Tppp_Usf2_Wt1_Ybx1_Zbtb16_Zhx1
IL16_CD4,IL16_CD4,IL16,Il16,Cd4,,,,,KEGG: mmu04060,Secreted Signaling,Il16  - Cd4,Parp1_Gata1_Mdm2_Ar_Nfatc2_Bad_Srebf1_Ctnnb1,,,,,,,Ar_Bad_Ctnnb1_Gata1_Mdm2_Nfatc2_Parp1_Srebf1
EPO_EPOR,EPO_EPOR,EPO,Epo,Epor,,,,,KEGG: mmu04060,Secreted Signaling,Epo  - Epor,Stat3_Stat5a,,Gata1_Myc_Esr1_Ar_Ywhaz_Klf10_Arid3a_Ikzf1_Stat3_Nr3c1_Ewsr1_Ywhae_Bad_Ctnnb1_Stub1_Pkm_Rela_Rfxank_Stat1_Gtf2i_Mapk1_Stat5a_Smad3_Pick1_Rb1,,,,Stat3_Stat5a,Ar_Arid3a_Bad_Ctnnb1_Esr1_Ewsr1_Gata1_Gtf2i_Ikzf1_Klf10_Mapk1_Myc_Nr3c1_Pick1_Pkm_Rb1_Rela_Rfxank_Smad3_Stat1_Stat3_Stat5a_Stub1_Ywhae_Ywhaz
GH1_GHR,GH1_GHR,GH,Gh,Ghr,,,,,KEGG: mmu04060,Secreted Signaling,Gh1  - Ghr,,,,,,,,
PRL_PRLR,PRL_PRLR,PRL,Prl,Prlr,,,,,KEGG: mmu04060; PMID: 23192981,Secreted Signaling,Prl  - Prlr,Stat5a_Esr1,,Ep300_Ezh2_Gata1_Myc_Creb1_Esr1_Pou5f1_Ar_Foxo1_Ywhaz_Klf10_Ybx1_Foxa2_Prkaa1_Dnmt1_Terf1_Nr3c1_Diablo_Sox2_Ywhae_Foxo3_Ncor1_Ppargc1a_Ski_Bad_Hbp1_Sp1_Gata2_Foxg1_Ctnnb1_Phf20_Brca1_Twist1_Stat5b_Nr4a1_Pkm_Tal1_Agap2_Rela_Rfxank_Stat1_Mitf_Bax_Kdm5a_Mxd1_Rara_Mdm2_Mapk1_Sirt6_Stat5a_Esr2_Hes5_Smad3_Ilf3_Foxo4_Runx2_Rb1,,,,Esr1_Stat5a,Agap2_Ar_Bad_Bax_Brca1_Creb1_Ctnnb1_Diablo_Dnmt1_Ep300_Esr1_Esr2_Ezh2_Foxa2_Foxg1_Foxo1_Foxo3_Foxo4_Gata1_Gata2_Hbp1_Hes5_Ilf3_Kdm5a_Klf10_Mapk1_Mdm2_Mitf_Mxd1_Myc_Ncor1_Nr3c1_Nr4a1_Phf20_Pkm_Pou5f1_Ppargc1a_Prkaa1_Rara_Rb1_Rela_Rfxank_Runx2_Sirt6_Ski_Smad3_Sox2_Sp1_Stat1_Stat5a_Stat5b_Tal1_Terf1_Twist1_Ybx1_Ywhae_Ywhaz
THPO_MPL,THPO_MPL,THPO,Thpo,Mpl,,,,,KEGG: mmu04060,Secreted Signaling,Thpo  - Mpl,,,,,,,,
CSF3_CSF3R,CSF3_CSF3R,CSF3,Csf3,Csf3r,,,,,KEGG: mmu04060,Secreted Signaling,Csf3  - Csf3r,,,,,,,,
IFNA_IFNAR1_IFNAR2,IFNA_IFNAR1_IFNAR2,IFN-I,Ifna,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNB1_IFNAR1_IFNAR2,IFNB1_IFNAR1_IFNAR2,IFN-I,Ifnb1,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifnb1  - (Ifnar1+Ifnar2),Stat5b_Stat3_Stat6_Stat2_Stat1_Stat5a_Irf9,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,Stat3_Pik3c3_Irf3_Nr3c2_Foxo1_Thap12_Stat1_Trim28_Ilf3,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,Stat1_Stat3,Foxo1_Ilf3_Irf3_Irf9_Nr3c2_Pik3c3_Stat1_Stat2_Stat3_Stat5a_Stat5b_Stat6_Thap12_Trim28
IFNK_IFNAR1_IFNAR2,IFNK_IFNAR1_IFNAR2,IFN-I,Ifnk,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifnk  - (Ifnar1+Ifnar2),Irf9_Stat1_Stat2,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,Irf9_Stat1_Stat2
IFNE_IFNAR1_IFNAR2,IFNE_IFNAR1_IFNAR2,IFN-I,Ifne,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifne  - (Ifnar1+Ifnar2),Irf9_Stat1_Stat2,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,Irf9_Stat1_Stat2
IFNA11_IFNAR1_IFNAR2,IFNA11_IFNAR1_IFNAR2,IFN-I,Ifna11,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna11  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA1_IFNAR1_IFNAR2,IFNA1_IFNAR1_IFNAR2,IFN-I,Ifna1,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna1  - (Ifnar1+Ifnar2),Irf9_Mapk1,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,Irf9_Mapk1
IFNA2_IFNAR1_IFNAR2,IFNA2_IFNAR1_IFNAR2,IFN-I,Ifna2,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna2  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,Stat1_Stat2,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,Stat1_Stat2
IFNA4_IFNAR1_IFNAR2,IFNA4_IFNAR1_IFNAR2,IFN-I,Ifna4,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna4  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA5_IFNAR1_IFNAR2,IFNA5_IFNAR1_IFNAR2,IFN-I,Ifna5,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna5  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA6_IFNAR1_IFNAR2,IFNA6_IFNAR1_IFNAR2,IFN-I,Ifna6,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna6  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA7_IFNAR1_IFNAR2,IFNA7_IFNAR1_IFNAR2,IFN-I,Ifna7,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna7  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA9_IFNAR1_IFNAR2,IFNA9_IFNAR1_IFNAR2,IFN-I,Ifna9,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna9  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNAB_IFNAR1_IFNAR2,IFNAB_IFNAR1_IFNAR2,IFN-I,Ifnab,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifnab  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA12_IFNAR1_IFNAR2,IFNA12_IFNAR1_IFNAR2,IFN-I,Ifna12,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna12  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA13_IFNAR1_IFNAR2,IFNA13_IFNAR1_IFNAR2,IFN-I,Ifna13,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna13  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA14_IFNAR1_IFNAR2,IFNA14_IFNAR1_IFNAR2,IFN-I,Ifna14,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna14  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNA15_IFNAR1_IFNAR2,IFNA15_IFNAR1_IFNAR2,IFN-I,Ifna15,IFNAR1_IFNAR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifna15  - (Ifnar1+Ifnar2),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNG_IFNGR1_IFNGR2,IFNG_IFNGR1_IFNGR2,IFN-II,Ifng,IFNGR1_IFNGR2,,,,,KEGG: mmu04060,Secreted Signaling,Ifng  - (Ifngr1+Ifngr2),Stat5b_Stat3_Stat6_Jun_Stat2_Pparg_Mapk1_Rela_Stat5a_Stat1_Stat4_Nfkb1_Gtf2i_Nfe2l2,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a_Gtf2i,Ep300_Ezh2_Myc_Creb1_Esr1_Nfat5_Ctbp1_Ar_Foxo1_Ywhaz_Hif1a_Klf10_Zeb1_Stat3_Smad4_Terf1_Nr3c1_Ywhae_Zfhx3_Abl1_E2f1_Runx3_Sp1_Bad_Rnf138_Kdm2a_Ctnnb1_Elf3_Brca1_Smarcc2_Stat5b_Xpa_Hes1_Ppp5c_Stat2_Pkm_Hnf1a_Rela_Rfxank_Stat1_Smc3_Smad2_Mylk_Atf1_Stat4_Gtf2i_Git2_Aven_Kat7_Smad1_Mdm2_Foxl2_Mapk1_Snai1_Stat5a_Trim28_Hes5_Atf2_Elf4_Hmga1_Rb1,Stat1_Esr1,Stat1,Esr1_Gtf2i_Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,Gtf2i_Mapk1_Rela_Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b,Abl1_Ar_Atf1_Atf2_Aven_Bad_Brca1_Creb1_Ctbp1_Ctnnb1_E2f1_Elf3_Elf4_Ep300_Esr1_Ezh2_Foxl2_Foxo1_Git2_Gtf2i_Hes1_Hes5_Hif1a_Hmga1_Hnf1a_Jun_Kat7_Kdm2a_Klf10_Mapk1_Mdm2_Myc_Mylk_Nfat5_Nfe2l2_Nfkb1_Nr3c1_Pkm_Pparg_Ppp5c_Rb1_Rela_Rfxank_Rnf138_Runx3_Smad1_Smad2_Smad4_Smarcc2_Smc3_Snai1_Sp1_Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6_Terf1_Trim28_Xpa_Ywhae_Ywhaz_Zeb1_Zfhx3
IFNL2_IFNLR1_IL10RB,IFNL2_IFNLR1_IL10RB,IFN-lII,Ifnl2,IFNLR1_IL10RB,,,,,PMID: 28293236,Secreted Signaling,Ifnl2  - (Ifnlr1+Il10rb),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,
IFNL3_IFNLR1_IL10RB,IFNL3_IFNLR1_IL10RB,IFN-lII,Ifnl3,IFNLR1_IL10RB,,,,,PMID: 28293236,Secreted Signaling,Ifnl3  - (Ifnlr1+Il10rb),,Stat5b_Stat3_Stat6_Stat2_Stat1_Stat4_Stat5a,Stat1,,,Stat1_Stat2_Stat3_Stat4_Stat5a_Stat5b_Stat6,,Stat1
TNF_TNFRSF1A,TNF_TNFRSF1A,TNF,Tnf,Tnfrsf1a,,,,,KEGG: mmu04060,Secreted Signaling,Tnf  - Tnfrsf1a,Elk1_Ep300_Gata1_Jund_Myc_Creb1_Esr1_Fos_Tfcp2_Hsf1_Hif1a_Irf7_Elk4_Stat3_Smad4_Nr3c1_Pparg_Foxo3_Sp1_Bad_Ets1_Srebf1_Nfkb1_Nfe2l2_Irf3_Rps6ka5_Rela_Rarg_Stat1_Relb_Mitf_Tcf3_Bcl3_Ppara_Rxra_Jun_Nfatc4_Nfkb2_Mdm2_Ubtf_Mapk1_Gata4_Runx2_Stat5a_Cebpb_Atf2_Crem_Mylk,,Fos_Anxa1_Hif1a_Pml_Ruvbl1_Hspa1l_Epas1_Elk4_Irx2_Stat3_Nkx3-1_Hnf4a_Smad4_Nr3c1_Abl1_Xbp1_Elf3_Brca1_Smad7_Ncor2_Mef2c_Stub1_Tal1_Rel_Hnf1a_Bach2_Rarg_Tcf3_Snd1_Tfap2a_Git2_Nfatc4_Pgr_Mdm2_Snai1_Nkx3-2_Mxi1_Nfatc1_Gata1_Myc_Ppard_Pik3c3_Hsf1_Tcf7l2_Asap3_Tal2_Lyl1_Bcl6_Stat6_Terf1_Ywhae_Hsf4_Srebf1_Ctnnb1_Twist1_Myb_Ppp5c_Srf_Rela_Stat1_Relb_Smc3_Sp3_Mettl3_Bcl3_Gtf2i_Irf5_Nfkb2_Ezr_Ncoa1_Thrb_Prkaa2_Gata4_Mapk1_Cic_Traf4_Dab2_Esr2_Cebpb_Smad3_Pou5f1_Smad6_Trim28_Crem_Runx2_Ep300_Jund_Junb_Creb1_Esr1_Ctbp1_Ar_Erg_Foxo1_Foxa2_Prkaa1_Srebf2_Parp1_Sox2_Sp1_Maz_Ets1_Foxm1_Mef2a_Nfe2l2_Mecp2_Ncoa2_Irf3_Smad2_Mitf_Ppara_Rxra_Jun_Kat7_Rest_Nfkb1_Tfcp2_Mylk_Runx3_Elk1_Tgif1_Canx_Ywhaz_Irf7_Gata6_Hdac3_Etv6_Mafg_Ets2_Ewsr1_Pparg_E2f1_Foxo3_Bad_Hbp1_Cebpa_Eno1_Mef2d_Stat5b_E2f4_Foxp3_Pkm_Rps6ka5_Ncoa3_Nr2c2_Trip10_Mxd1_Etv4_Smad1_Nr3c2_Ubtf_Foxl2_Stat5a_Spib_Pick1_Atf2_Gli1,,,,Atf2_Bad_Bcl3_Cebpb_Creb1_Crem_Elk1_Elk4_Ep300_Esr1_Ets1_Fos_Foxo3_Gata1_Gata4_Hif1a_Hsf1_Irf3_Irf7_Jun_Jund_Mapk1_Mdm2_Mitf_Myc_Mylk_Nfatc4_Nfe2l2_Nfkb1_Nfkb2_Nr3c1_Ppara_Pparg_Rarg_Rela_Relb_Rps6ka5_Runx2_Rxra_Smad4_Sp1_Srebf1_Stat1_Stat3_Stat5a_Tcf3_Tfcp2_Ubtf,Abl1_Anxa1_Ar_Asap3_Atf2_Bach2_Bad_Bcl3_Bcl6_Brca1_Canx_Cebpa_Cebpb_Cic_Creb1_Crem_Ctbp1_Ctnnb1_Dab2_E2f1_E2f4_Elf3_Elk1_Elk4_Eno1_Ep300_Epas1_Erg_Esr1_Esr2_Ets1_Ets2_Etv4_Etv6_Ewsr1_Ezr_Fos_Foxa2_Foxl2_Foxm1_Foxo1_Foxo3_Foxp3_Gata1_Gata4_Gata6_Git2_Gli1_Gtf2i_Hbp1_Hdac3_Hif1a_Hnf1a_Hnf4a_Hsf1_Hsf4_Hspa1l_Irf3_Irf5_Irf7_Irx2_Jun_Junb_Jund_Kat7_Lyl1_Mafg_Mapk1_Maz_Mdm2_Mecp2_Mef2a_Mef2c_Mef2d_Mettl3_Mitf_Mxd1_Mxi1_Myb_Myc_Mylk_Ncoa1_Ncoa2_Ncoa3_Ncor2_Nfatc1_Nfatc4_Nfe2l2_Nfkb1_Nfkb2_Nkx3-1_Nkx3-2_Nr2c2_Nr3c1_Nr3c2_Parp1_Pgr_Pick1_Pik3c3_Pkm_Pml_Pou5f1_Ppara_Ppard_Pparg_Ppp5c_Prkaa1_Prkaa2_Rarg_Rel_Rela_Relb_Rest_Rps6ka5_Runx2_Runx3_Ruvbl1_Rxra_Smad1_Smad2_Smad3_Smad4_Smad6_Smad7_Smc3_Snai1_Snd1_Sox2_Sp1_Sp3_Spib_Srebf1_Srebf2_Srf_Stat1_Stat3_Stat5a_Stat5b_Stat6_Stub1_Tal1_Tal2_Tcf3_Tcf7l2_Terf1_Tfap2a_Tfcp2_Tgif1_Thrb_Traf4_Trim28_Trip10_Twist1_Ubtf_Xbp1_Ywhae_Ywhaz
