,interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,PathwayExtra Ligand,PathwayExtra Receptor,KinaseExtra Ligand,KinaseExtra Receptor,Receptor-TF-intersection,Receptor-TF-combined,Ligand-TF-intersection,Ligand-TF-combined
LAMB2_ITGA7_ITGB1,LAMB2_ITGA7_ITGB1,LAMININ,LAMB2,ITGA7_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,LAMB2 - (ITGA7+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
LAMB3_ITGA7_ITGB1,LAMB3_ITGA7_ITGB1,LAMININ,LAMB3,ITGA7_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,LAMB3 - (ITGA7+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
LAMC1_ITGA7_ITGB1,LAMC1_ITGA7_ITGB1,LAMININ,LAMC1,ITGA7_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC1 - (ITGA7+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
LAMC2_ITGA7_ITGB1,LAMC2_ITGA7_ITGB1,LAMININ,LAMC2,ITGA7_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC2 - (ITGA7+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
LAMC3_ITGA7_ITGB1,LAMC3_ITGA7_ITGB1,LAMININ,LAMC3,ITGA7_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,LAMC3 - (ITGA7+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
VTN_ITGA8_ITGB1,VTN_ITGA8_ITGB1,VTN,VTN,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,VTN - (ITGA8+ITGB1),HIF1A_MAPK1_PLG,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,HIF1A_MAPK1_PLG
TNC_ITGA8_ITGB1,TNC_ITGA8_ITGB1,TENASCIN,TNC,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNC - (ITGA8+ITGB1),CTNNB1_EZR_MAPK1_STAT1_STAT5A_STAT5B,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,CTNNB1_EZR_MAPK1_STAT1_STAT5A_STAT5B
TNR_ITGA8_ITGB1,TNR_ITGA8_ITGB1,TENASCIN,TNR,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNR - (ITGA8+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
TNN_ITGA8_ITGB1,TNN_ITGA8_ITGB1,TENASCIN,TNN,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNN - (ITGA8+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
TNXB_ITGA8_ITGB1,TNXB_ITGA8_ITGB1,TENASCIN,TNXB,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNXB - (ITGA8+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
NPNT1_ITGA8_ITGB1,NPNT1_ITGA8_ITGB1,NPNT,Npnt complex 1,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,NPNT1 - (ITGA8+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
NPNT2_ITGA8_ITGB1,NPNT2_ITGA8_ITGB1,NPNT,Npnt complex 2,ITGA8_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,NPNT2 - (ITGA8+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
TNC_ITGA9_ITGB1,TNC_ITGA9_ITGB1,TENASCIN,TNC,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNC - (ITGA9+ITGB1),CTNNB1_EZR_MAPK1_STAT1_STAT5A_STAT5B,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,CTNNB1_EZR_MAPK1_STAT1_STAT5A_STAT5B
TNR_ITGA9_ITGB1,TNR_ITGA9_ITGB1,TENASCIN,TNR,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNR - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
TNN_ITGA9_ITGB1,TNN_ITGA9_ITGB1,TENASCIN,TNN,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNN - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
TNXB_ITGA9_ITGB1,TNXB_ITGA9_ITGB1,TENASCIN,TNXB,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,TNXB - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL1A1_ITGA9_ITGB1,COL1A1_ITGA9_ITGB1,COLLAGEN,COL1A1,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL1A1 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL1A2_ITGA9_ITGB1,COL1A2_ITGA9_ITGB1,COLLAGEN,COL1A2,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL1A2 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL2A1_ITGA9_ITGB1,COL2A1_ITGA9_ITGB1,COLLAGEN,COL2A1,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL2A1 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A1_ITGA9_ITGB1,COL4A1_ITGA9_ITGB1,COLLAGEN,COL4A1,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A1 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A2_ITGA9_ITGB1,COL4A2_ITGA9_ITGB1,COLLAGEN,COL4A2,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A2 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A3_ITGA9_ITGB1,COL4A3_ITGA9_ITGB1,COLLAGEN,COL4A3,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A3 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A4_ITGA9_ITGB1,COL4A4_ITGA9_ITGB1,COLLAGEN,COL4A4,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A4 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A5_ITGA9_ITGB1,COL4A5_ITGA9_ITGB1,COLLAGEN,COL4A5,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A5 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL4A6_ITGA9_ITGB1,COL4A6_ITGA9_ITGB1,COLLAGEN,COL4A6,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL4A6 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL6A1_ITGA9_ITGB1,COL6A1_ITGA9_ITGB1,COLLAGEN,COL6A1,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A1 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL6A2_ITGA9_ITGB1,COL6A2_ITGA9_ITGB1,COLLAGEN,COL6A2,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A2 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL6A3_ITGA9_ITGB1,COL6A3_ITGA9_ITGB1,COLLAGEN,COL6A3,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A3 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL6A5_ITGA9_ITGB1,COL6A5_ITGA9_ITGB1,COLLAGEN,COL6A5,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A5 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
COL6A6_ITGA9_ITGB1,COL6A6_ITGA9_ITGB1,COLLAGEN,COL6A6,ITGA9_ITGB1,,,,,KEGG: hsa04512,ECM-Receptor,COL6A6 - (ITGA9+ITGB1),,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,,,ABL1_ATF2_BAD_CREB1_CTNNB1_ESR1_EZR_FOS_GLI1_GLI2_GLI3_HDAC8_MAPK1_NFATC1_NFATC2_NFATC3_NFATC4_NFKB1_PRKAA1_PRKAA2_RARA_RARG_RELA_RXRA_SOX9_STAT1_STAT3_STAT5A_STAT5B_TRIP10_YWHAZ,,
